0	0.183928	47776.9	0.997823
0.025	0.099342	-22464.8	0.996958
0.05	0.049613	-17651.4	0.995064
0.075	0.0371	3272.73	0.995738
0.1	0.031034	-2122.79	0.994935
0.125	0.025523	2024.95	0.994787
0.15	0.022417	1591.96	0.994892
0.175	0.020658	-437.493	0.995198
0.2	0.019453	-1477.42	0.995682
0.225	0.018069	795.372	0.995185
0.25	0.017568	-2065.63	0.995668
0.275	0.015408	511.415	0.994442
0.3	0.014392	452.622	0.995305
0.325	0.013356	-531.192	0.994754
0.35	0.014483	-1101.76	0.995598
0.375	0.014768	650.984	0.995216
0.4	0.013567	217.646	0.995306
0.425	0.012962	534.618	0.994096
0.45	0.012157	416.704	0.995634
0.475	0.012065	330.341	0.995105
0.5	0.011599	411.62	0.995194
0.525	0.010541	-65.3016	0.99344
0.55	0.011621	386.157	0.9951
0.575	0.010311	333.244	0.994846
0.6	0.010919	-91.3864	0.995078
0.625	0.010374	-59.3224	0.995629
0.65	0.010526	329.793	0.994425
0.675	0.010311	229.332	0.994737
0.7	0.010056	-63.1336	0.995775
0.725	0.009036	-4.1848	0.995146
0.75	0.008001	-227.672	0.994516
