p	(av_abs_m)	susceptibility	binder cumulant
0.286	0.0355014	1.76322	0.033812
0.03	0.13594	24.5034	0.0961219
0.094	0.0706458	6.96129	0.0344105
0.0726667	0.0823396	9.21881	0.0419456
0.115333	0.0620242	5.36271	0.0395045
0.200667	0.0434698	2.70714	0.00170678
0.243333	0.0381536	2.08056	-0.00764309
0.264667	0.0365172	1.91455	-0.0138309
0.0513333	0.100123	13.3812	0.0744443
0.179333	0.0468426	3.06155	0.00575016
0.328667	0.0322091	1.44691	0.0164091
0.136667	0.0561151	4.38836	0.0169548
0.222	0.0414559	2.43415	0.00799354
0.307333	0.0335902	1.60881	0.0192284
0.158	0.0498848	3.58898	-0.00600484
0.20219	0.0437478	2.67967	0.00880192
0.0315238	0.133536	23.6714	0.10176
0.0955238	0.0695969	6.85579	0.00469798
0.0741905	0.0813431	8.68359	0.0758128
0.287524	0.0354249	1.74162	0.0416316
0.116857	0.0610016	5.2912	0.0132541
0.244857	0.0387241	2.12277	0.0010602
0.26619	0.0366441	1.95333	-0.0158631
0.180857	0.0475221	3.2291	-0.00233959
0.0528571	0.0972187	13.0631	0.0561035
0.13819	0.0548578	4.14864	0.0486248
0.33019	0.0322834	1.47255	0.0212533
0.223524	0.040419	2.29264	0.011744
0.159524	0.0493836	3.38507	0.0214668
0.308857	0.0333787	1.57377	0.0126271
0.203714	0.0436602	2.68795	0.012252
0.289048	0.0348196	1.7767	-0.012611
0.0330476	0.131119	23.9451	0.0623725
0.0970476	0.0695394	6.70851	0.0422049
0.0757143	0.079502	9.03042	0.0184728
0.118381	0.0606402	5.25706	0.00725136
0.246381	0.0380823	2.09136	0.0102052
0.267714	0.0360033	1.84009	0.0161507
0.054381	0.0981376	13.1518	0.0505533
0.182381	0.0463623	2.99905	0.0181831
0.139714	0.0539019	4.10117	0.00897052
0.331714	0.0327509	1.47447	0.029447
0.225048	0.0401242	2.305	-0.00601935
0.161048	0.0500082	3.51744	0.0240761
0.310381	0.0332198	1.64523	-0.02955
0.290571	0.0342308	1.69573	-0.00735962
0.0345714	0.129738	22.2976	0.104608
