p	(av_abs_m)	susceptibility	binder cumulant
0.0596296	0.863419	0.457319	0.664687
0.255185	0.14579	4.59574	0.0795797
0.0981481	0.788372	1.62589	0.659379
0.13963	0.567859	14.0516	0.582569
0.298148	0.118243	2.9895	0.0735889
0.17963	0.2944	13.3251	0.3241
0.338148	0.100587	2.26658	0.0426103
0.216667	0.189526	7.38414	0.134802
0.0611111	0.860258	0.472073	0.66461
0.256667	0.142244	4.3347	0.0784914
0.0996296	0.783106	1.82053	0.658419
0.141111	0.560235	14.4785	0.579107
0.181111	0.284031	13.1525	0.300263
0.29963	0.116862	2.94692	0.051721
0.33963	0.101642	2.27065	0.0363839
0.218148	0.188587	7.16593	0.144229
0.0625926	0.857856	0.475933	0.664581
0.258148	0.139354	4.20865	0.0723152
0.101111	0.77776	2.11971	0.657502
0.142593	0.541283	15.7928	0.565365
0.182593	0.281269	12.8385	0.302349
0.301111	0.117007	3.06341	0.036651
0.341111	0.101577	2.29553	0.0349887
0.0640741	0.856872	0.491969	0.664518
0.21963	0.184077	6.85679	0.134469
0.25963	0.140127	4.35205	0.0744761
0.102593	0.775407	2.06648	0.65735
0.144074	0.531119	16.4532	0.558831
0.184074	0.277943	12.3834	0.302807
0.302593	0.115157	2.96781	0.0497797
0.0655556	0.853744	0.540484	0.6643
0.342593	0.100098	2.18399	0.0360281
0.221111	0.18714	6.99395	0.148498
0.261111	0.140332	4.23593	0.0853447
0.145556	0.516577	16.8351	0.549895
0.104074	0.769341	2.34856	0.656431
0.185556	0.271166	11.8554	0.295677
0.304074	0.113177	2.92361	0.0149101
0.067037	0.851625	0.53237	0.664306
0.344074	0.100207	2.20674	0.0593321
0.222593	0.183821	6.74264	0.145516
0.147037	0.509269	16.7657	0.5445
0.262593	0.140732	4.19744	0.0958093
0.187037	0.265369	11.9921	0.273696
0.105556	0.765993	2.44504	0.655886
0.0685185	0.848897	0.599306	0.664054
0.305556	0.114084	2.89727	0.0374933
0.345556	0.098905	2.15959	0.0496749
0.148519	0.496998	16.9922	0.535138
0.224074	0.180409	6.54351	0.13224
0.188519	0.257409	11.6071	0.263109
0.107037	0.761121	2.87686	0.654709
0.264074	0.138143	4.12961	0.0638781
0.307037	0.114957	2.86416	0.055148
0.347037	0.0982267	2.15286	0.0243818
0.225556	0.177536	6.25757	0.144801
0.108519	0.755329	2.82973	0.653969
0.265556	0.138127	3.9116	0.124919
0.308519	0.111092	2.82865	0.0148241
0.348519	0.0967583	2.04851	0.0517527
0.227037	0.173652	6.31089	0.118704
0.267037	0.136213	3.97951	0.0746714
0.228519	0.172652	6.24426	0.112237
0.268519	0.133255	3.88245	0.05753
