p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.902295	0.267357	0.665593
0.11	0.749098	3.18583	0.652563
0.07	0.846153	0.613451	0.663947
0.15	0.482319	17.0808	0.525553
0.27	0.13421	3.92178	0.0632555
0.31	0.11308	2.80266	0.058581
0.23	0.171771	6.02681	0.118952
0.19	0.254103	11.2111	0.257133
0.0314815	0.901375	0.260027	0.665619
0.111481	0.743028	3.85088	0.651112
0.0714815	0.844349	0.625562	0.663886
0.151481	0.471353	16.9498	0.517437
0.271481	0.133292	3.83641	0.0695855
0.311481	0.110905	2.78916	0.0158919
0.191481	0.245736	10.7894	0.245085
0.231481	0.167443	5.991	0.0835092
0.032963	0.898993	0.263869	0.665597
0.112963	0.738728	3.90295	0.650368
0.072963	0.841867	0.614703	0.66392
0.152963	0.460173	17.5695	0.508439
0.272963	0.132509	3.79799	0.0735564
0.312963	0.109512	2.72768	0.0368284
0.192963	0.246422	10.7003	0.248616
0.232963	0.166128	6.01239	0.0977111
0.0344444	0.897516	0.2656	0.665582
0.114444	0.733318	3.77078	0.650158
0.154444	0.44892	17.3835	0.501642
0.0744444	0.839037	0.673671	0.663644
0.274444	0.130758	3.73449	0.0628821
0.314444	0.108706	2.71681	0.0178848
0.234444	0.164723	5.69631	0.110261
0.194444	0.241878	10.3807	0.239842
0.0359259	0.895565	0.279282	0.665528
0.115926	0.722178	4.98194	0.645688
0.155926	0.438639	17.2158	0.492358
0.0759259	0.837089	0.701592	0.663527
0.275926	0.127884	3.62843	0.04904
0.315926	0.10913	2.68636	0.0310847
0.235926	0.164499	5.55158	0.125366
0.195926	0.232058	10.2417	0.207639
0.0374074	0.893773	0.291979	0.665472
0.117407	0.719338	5.03885	0.645246
0.157407	0.421726	17.5211	0.473411
0.0774074	0.833737	0.711907	0.663451
0.277407	0.128822	3.53412	0.0716214
0.317407	0.110172	2.68104	0.0481052
0.197407	0.232674	10.1718	0.218065
0.237407	0.163081	5.4394	0.131747
0.0388889	0.891649	0.287897	0.665481
0.118889	0.708511	5.75896	0.641494
0.158889	0.409532	17.2008	0.462795
0.278889	0.127432	3.54074	0.067455
0.0788889	0.830182	0.877463	0.662962
0.318889	0.108365	2.5936	0.0448007
0.0403704	0.889393	0.324996	0.665327
0.198889	0.225019	9.72699	0.201017
0.238889	0.162358	5.57161	0.103551
0.12037	0.699676	6.13039	0.63985
0.16037	0.399967	16.7302	0.456584
0.28037	0.127514	3.57006	0.067918
0.0803704	0.827554	0.878309	0.662781
0.32037	0.107651	2.5722	0.0591563
0.0418519	0.887459	0.314136	0.665368
0.20037	0.221659	9.24988	0.204487
0.121852	0.693469	6.88396	0.636993
0.161852	0.392833	16.7042	0.447463
0.24037	0.159597	5.15023	0.120274
0.281852	0.127735	3.42737	0.0713546
0.0818519	0.824797	0.90737	0.662693
0.321852	0.106718	2.54757	0.0321241
0.0433333	0.885711	0.31698	0.665347
0.123333	0.685748	7.42773	0.634147
0.163333	0.373088	17.2254	0.417886
0.283333	0.12409	3.32696	0.0678405
0.201852	0.218233	8.82225	0.204741
0.241852	0.156743	5.30917	0.0932035
0.0833333	0.821592	0.987111	0.662404
0.323333	0.107353	2.5164	0.068029
0.0448148	0.884276	0.314305	0.665352
0.124815	0.67572	7.64221	0.631969
0.164815	0.37033	16.6607	0.418847
0.284815	0.123356	3.34233	0.047981
0.203333	0.213687	9.02624	0.181499
0.243333	0.155059	5.10963	0.0998413
0.0848148	0.818555	0.949311	0.662312
0.0462963	0.881633	0.344439	0.665224
0.324815	0.105449	2.39484	0.0376589
0.126296	0.666165	9.04201	0.626921
0.166296	0.357057	16.0254	0.408462
0.286296	0.121032	3.28725	0.0498427
0.204815	0.212164	8.76741	0.182914
0.0862963	0.814747	1.08573	0.661858
0.244815	0.156094	5.04899	0.107999
0.0477778	0.879667	0.364936	0.665136
0.326296	0.105861	2.5052	0.0498952
0.127778	0.657801	9.28596	0.624361
0.167778	0.353372	16.1683	0.39807
0.287778	0.122842	3.24353	0.0604825
0.0877778	0.811454	1.05919	0.661826
0.206296	0.213247	8.73148	0.179731
0.0492593	0.877432	0.373031	0.665086
0.246296	0.154202	5.03224	0.0947781
0.129259	0.646723	9.68475	0.620433
0.327778	0.106273	2.44991	0.0661235
0.169259	0.343821	16.3107	0.37951
0.289259	0.120161	3.19517	0.0584399
0.0892593	0.808442	1.1136	0.661527
0.0507407	0.875946	0.375937	0.665071
0.207778	0.207205	8.32723	0.18146
0.130741	0.632255	11.1613	0.61395
0.247778	0.14962	4.70241	0.101571
0.329259	0.105791	2.49941	0.0489237
0.170741	0.335767	15.0833	0.379527
0.290741	0.120397	3.10143	0.0817995
0.0907407	0.805065	1.24812	0.661062
0.0522222	0.873848	0.40265	0.66496
0.209259	0.202217	8.37244	0.156123
0.132222	0.624962	11.1132	0.610341
0.172222	0.331337	15.0761	0.374148
0.330741	0.105081	2.41033	0.0663485
0.249259	0.151415	4.7985	0.0952921
0.292222	0.118457	3.05593	0.0481559
0.0537037	0.871611	0.403904	0.664944
0.0922222	0.80231	1.27804	0.660939
0.133704	0.616619	11.6167	0.607893
0.210741	0.201416	8.20473	0.159407
0.173704	0.317366	14.3459	0.355507
0.332222	0.103378	2.40486	0.0257113
0.250741	0.151163	4.80808	0.0922067
0.0551852	0.869599	0.399144	0.664948
0.293704	0.120388	3.21571	0.043076
0.0937037	0.798059	1.392	0.660428
0.135185	0.602908	12.5349	0.601279
0.175185	0.31042	14.2196	0.349237
0.212222	0.19689	7.56897	0.17341
0.333704	0.0997825	2.30438	0.0149007
0.252222	0.145939	4.65264	0.0816746
0.0566667	0.866613	0.452985	0.664719
0.295185	0.118582	2.99165	0.0760521
0.0951852	0.794745	1.48604	0.659941
0.136667	0.584727	13.8204	0.590134
0.176667	0.302761	13.6672	0.335509
0.213704	0.195713	7.56188	0.172365
0.335185	0.103054	2.31522	0.0518151
0.253704	0.148322	4.69658	0.0923034
0.0581481	0.864708	0.451843	0.664709
0.0966667	0.790592	1.58499	0.659632
0.296667	0.117633	3.01358	0.0659052
0.138148	0.578266	13.8828	0.58835
0.178148	0.294253	13.7018	0.312202
0.215185	0.191968	7.16756	0.176699
0.336667	0.101892	2.36073	0.0214155
