p	(av_abs_m)	susceptibility	binder cumulant
0.07	0.395883	4.93361	0.408007
0.15	0.260177	3.12155	0.225614
0.19	0.230103	2.5004	0.184443
0.03	0.513203	5.1062	0.51745
0.11	0.314907	3.93057	0.305225
0.27	0.186923	1.78781	0.128649
0.23	0.206243	2.11186	0.163641
0.31	0.165667	1.44846	0.0886105
0.0314815	0.511457	5.14255	0.514815
0.0714815	0.393553	4.85606	0.407367
0.191481	0.22608	2.49797	0.176197
0.151481	0.26143	3.09447	0.229807
0.311481	0.167187	1.45613	0.113893
0.271481	0.182143	1.73248	0.125286
0.111481	0.311117	3.92434	0.301599
0.231481	0.196693	1.96877	0.139975
0.032963	0.500267	5.24519	0.50332
0.152963	0.261167	3.02377	0.24206
0.272963	0.180703	1.73818	0.10234
0.072963	0.387483	4.87047	0.400356
0.192963	0.22573	2.45506	0.181198
0.312963	0.16657	1.4564	0.102302
0.112963	0.31069	3.8565	0.302779
0.232963	0.201587	2.09685	0.137739
0.154444	0.258253	3.10335	0.216567
0.274444	0.18013	1.74142	0.10378
0.0344444	0.500913	5.22414	0.505458
0.0744444	0.38349	4.9398	0.390195
0.194444	0.223197	2.44125	0.166983
0.314444	0.164417	1.44936	0.0968052
0.114444	0.309847	3.82233	0.300138
0.234444	0.195797	1.97639	0.133108
0.275926	0.17969	1.73044	0.109485
0.0359259	0.48443	5.31471	0.492655
0.0759259	0.38007	4.72329	0.394498
0.155926	0.256227	3.07491	0.213947
0.315926	0.166733	1.47939	0.108397
0.115926	0.305563	3.82267	0.29697
0.195926	0.22106	2.45017	0.165415
0.235926	0.1984	2.01505	0.125732
0.277407	0.177487	1.71301	0.0927999
0.0374074	0.486997	5.20763	0.493937
0.0774074	0.37872	4.6792	0.393431
0.157407	0.256107	2.95511	0.231967
0.117407	0.30406	3.66595	0.300742
0.317407	0.16659	1.41953	0.103882
0.197407	0.22117	2.37808	0.183789
0.237407	0.19872	1.98592	0.139505
0.278889	0.181497	1.73822	0.102897
0.0388889	0.487057	5.08683	0.497645
0.0788889	0.375223	4.75013	0.384143
0.158889	0.2537	3.02834	0.206311
0.198889	0.218297	2.40504	0.150466
0.118889	0.303037	3.858	0.28655
0.318889	0.163573	1.44316	0.0958567
0.238889	0.197853	1.99066	0.134267
0.28037	0.17883	1.67683	0.121952
0.0403704	0.477603	5.2113	0.487943
0.0803704	0.371413	4.68732	0.37513
0.12037	0.30014	3.71128	0.289957
0.20037	0.216823	2.31648	0.158748
0.16037	0.24829	2.96901	0.203889
0.32037	0.162703	1.40597	0.0845132
0.24037	0.196147	1.95404	0.130832
0.281852	0.17954	1.68477	0.107429
