p	(av_abs_m)	susceptibility	binder cumulant
0.101111	0.782933	1.44261	0.645102
0.13963	0.65451	3.77582	0.599245
0.17963	0.490977	5.22885	0.498401
0.21963	0.35979	4.65902	0.362432
0.261111	0.282667	3.48962	0.258411
0.0611111	0.86134	0.48642	0.659096
0.29963	0.238937	2.7454	0.194072
0.33963	0.205683	2.16426	0.140744
0.102593	0.775427	1.53	0.643535
0.181111	0.48514	5.31914	0.492278
0.221111	0.36139	4.52111	0.370963
0.141111	0.64651	3.89825	0.593905
0.262593	0.28251	3.43214	0.261371
0.0625926	0.857483	0.521133	0.658501
0.301111	0.232267	2.63421	0.178384
0.104074	0.77061	1.66379	0.641861
0.341111	0.205117	2.099	0.151952
0.222593	0.358537	4.49615	0.368612
0.142593	0.64254	3.85526	0.59391
0.182593	0.47666	5.33875	0.484949
0.264074	0.278667	3.38818	0.261612
0.0640741	0.855603	0.531994	0.658351
0.105556	0.76787	1.81849	0.640168
0.224074	0.354733	4.57788	0.357389
0.302593	0.234793	2.68329	0.194441
0.342593	0.203057	2.08241	0.140443
0.144074	0.63441	4.17558	0.58741
0.184074	0.47307	5.3025	0.483184
0.265556	0.279547	3.30529	0.260486
0.0655556	0.854527	0.546338	0.658265
0.107037	0.767577	1.62099	0.641801
0.225556	0.35509	4.33157	0.372137
0.304074	0.23265	2.61396	0.178279
0.145556	0.632567	4.07611	0.588358
0.185556	0.464693	5.23473	0.475487
0.344074	0.201487	2.08282	0.128295
0.267037	0.277413	3.38912	0.255837
0.067037	0.851217	0.567399	0.657978
0.108519	0.76131	1.85721	0.639597
0.227037	0.35111	4.39258	0.355816
0.305556	0.23101	2.60679	0.166079
0.147037	0.627447	4.00204	0.587613
0.187037	0.467117	5.16376	0.48248
0.345556	0.20235	2.08451	0.141245
0.268519	0.276657	3.2758	0.26254
0.0685185	0.84781	0.598827	0.657483
0.228519	0.34497	4.34554	0.34749
0.307037	0.23387	2.65024	0.17416
0.148519	0.62062	4.35832	0.580544
0.188519	0.459767	5.25975	0.470046
0.347037	0.19864	1.99615	0.140537
0.308519	0.226803	2.52976	0.174305
0.348519	0.200443	1.99592	0.155339
