p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.904103	0.24651	0.662894
0.31	0.2262	2.50098	0.182582
0.07	0.846503	0.610711	0.657372
0.27	0.27024	3.22286	0.247933
0.11	0.756007	2.00702	0.637053
0.19	0.458757	5.21767	0.474146
0.23	0.340727	4.36917	0.341006
0.15	0.60599	4.55686	0.572791
0.231481	0.33821	4.25419	0.336516
0.0714815	0.84185	0.688838	0.656409
0.191481	0.453137	5.12743	0.468346
0.0314815	0.90174	0.246831	0.662829
0.271481	0.266853	3.16017	0.240421
0.111481	0.755837	1.93462	0.637874
0.151481	0.606617	4.45874	0.575789
0.311481	0.22729	2.50932	0.182224
0.072963	0.840283	0.658932	0.656607
0.232963	0.331437	4.16821	0.337243
0.192963	0.442877	5.18802	0.456507
0.032963	0.89842	0.266604	0.662559
0.152963	0.600627	4.50393	0.572333
0.112963	0.74945	2.08452	0.634956
0.312963	0.22769	2.50129	0.179038
0.272963	0.268797	3.21139	0.247157
0.0744444	0.837833	0.687491	0.656094
0.234444	0.331753	4.22787	0.32527
0.194444	0.435047	5.15728	0.449753
0.0344444	0.897953	0.265181	0.662562
0.154444	0.597303	4.53296	0.571124
0.114444	0.745987	2.12946	0.634527
0.314444	0.22157	2.34581	0.185274
0.274444	0.264823	3.22117	0.230433
0.0759259	0.834783	0.712819	0.655559
0.235926	0.335337	4.26085	0.328333
0.195926	0.428123	5.05515	0.442579
0.0359259	0.895847	0.262208	0.662564
0.115926	0.736497	2.26717	0.630725
0.155926	0.58703	4.65914	0.564047
0.315926	0.22031	2.4854	0.159288
0.275926	0.264293	3.1287	0.24069
0.0774074	0.835173	0.73427	0.655642
0.237407	0.325493	4.11249	0.318792
0.0374074	0.893863	0.294374	0.662089
0.197407	0.424743	5.11033	0.439589
0.157407	0.579437	4.66911	0.561175
0.117407	0.73692	2.25202	0.631701
0.317407	0.221683	2.44708	0.154012
0.277407	0.26112	3.14177	0.224517
0.0788889	0.831587	0.763628	0.655055
0.238889	0.32301	4.07478	0.319204
0.0388889	0.892223	0.299092	0.662037
0.198889	0.430787	5.06256	0.446086
0.118889	0.726407	2.58616	0.626526
0.158889	0.574287	4.87192	0.554582
0.278889	0.259453	3.06685	0.227133
0.318889	0.218487	2.39282	0.155607
0.0803704	0.82943	0.741808	0.65496
0.24037	0.321143	4.05626	0.312194
0.0403704	0.88968	0.311456	0.661804
0.16037	0.57071	4.91203	0.552709
0.12037	0.730057	2.43505	0.628933
0.20037	0.41865	5.12296	0.428609
0.28037	0.260063	3.07333	0.233878
0.32037	0.221287	2.43761	0.169691
0.0818519	0.826613	0.781426	0.654371
0.241852	0.32168	3.99093	0.324925
0.0418519	0.88839	0.307994	0.661865
0.121852	0.7199	2.65412	0.625673
0.161852	0.560043	4.88457	0.547432
0.201852	0.411563	5.17648	0.418768
0.281852	0.25688	3.07413	0.212606
0.321852	0.220183	2.39716	0.17228
0.0833333	0.821763	0.887109	0.653205
0.0433333	0.885533	0.345818	0.661386
0.243333	0.314023	3.96997	0.299464
0.123333	0.71462	2.68992	0.623422
0.163333	0.555043	4.87363	0.544606
0.203333	0.412277	4.96006	0.429464
0.283333	0.253083	3.00813	0.207935
0.323333	0.215657	2.32475	0.158459
0.0848148	0.81993	0.944593	0.652889
0.0448148	0.884663	0.325085	0.661611
0.244815	0.313023	3.88251	0.311437
0.124815	0.711817	2.77416	0.622865
0.164815	0.55213	4.93389	0.542944
0.324815	0.218293	2.2963	0.180907
0.284815	0.25304	2.92477	0.224507
0.204815	0.41023	4.92174	0.423263
0.0862963	0.817517	0.932617	0.65269
0.0462963	0.881707	0.366709	0.661266
0.246296	0.309023	3.90298	0.296709
0.126296	0.703103	2.96992	0.619609
0.166296	0.54995	4.87148	0.541142
0.206296	0.405467	4.92613	0.422775
0.326296	0.213817	2.29278	0.161094
0.286296	0.25322	2.92015	0.228981
0.0877778	0.815307	0.911691	0.65265
0.247778	0.307693	3.88599	0.294419
0.0477778	0.880757	0.352843	0.661253
0.127778	0.69955	3.057	0.617738
0.167778	0.539103	4.98665	0.536185
0.207778	0.394177	4.91584	0.403225
0.0892593	0.809337	1.09974	0.650629
0.327778	0.211843	2.31011	0.132912
0.287778	0.25188	2.95235	0.223348
0.249259	0.306123	3.71772	0.304346
0.0492593	0.876803	0.395371	0.660621
0.129259	0.69503	3.04846	0.616122
0.209259	0.395317	4.85781	0.407996
0.0907407	0.807987	1.09127	0.650594
0.169259	0.53828	4.96078	0.535759
0.250741	0.300707	3.64979	0.298789
0.289259	0.251937	2.96584	0.21766
0.329259	0.21276	2.24402	0.144875
0.0507407	0.876697	0.361542	0.66094
0.0922222	0.804467	1.1603	0.64965
0.210741	0.389513	4.79032	0.405371
0.130741	0.685697	3.33167	0.611631
0.170741	0.529387	5.08318	0.526882
0.252222	0.295967	3.7998	0.270698
0.290741	0.250003	2.78436	0.232726
0.330741	0.20968	2.26316	0.148111
0.0522222	0.8749	0.393266	0.660558
0.0937037	0.800173	1.15126	0.649345
0.212222	0.383533	4.84844	0.392214
0.132222	0.684403	3.25868	0.612047
0.172222	0.530557	5.07157	0.527911
0.253704	0.29232	3.65477	0.268867
0.292222	0.245313	2.83822	0.210626
0.332222	0.21107	2.20382	0.169122
0.0537037	0.870147	0.410198	0.660226
0.0951852	0.79465	1.3208	0.647315
0.213704	0.383997	4.78252	0.396937
0.133704	0.67673	3.2995	0.608932
0.173704	0.51483	5.32653	0.513516
0.255185	0.29432	3.63389	0.275643
0.293704	0.243023	2.80261	0.20067
0.333704	0.20749	2.17576	0.143192
0.0551852	0.868903	0.429933	0.660013
0.0966667	0.791433	1.40817	0.646508
0.215185	0.373673	4.72813	0.380753
0.135185	0.669947	3.587	0.604942
0.175185	0.51074	5.02848	0.516603
0.256667	0.289857	3.63426	0.267901
0.295185	0.24088	2.83367	0.189071
0.0566667	0.867243	0.450613	0.659748
0.335185	0.207513	2.20491	0.135645
0.0981481	0.788067	1.47855	0.645635
0.176667	0.50318	5.10478	0.508785
0.216667	0.36968	4.67168	0.377003
0.136667	0.667	3.58539	0.604509
0.258148	0.286623	3.5329	0.266352
0.296667	0.24098	2.76034	0.198973
0.0581481	0.86481	0.430253	0.659714
0.336667	0.20686	2.1396	0.157291
0.0996296	0.78599	1.36737	0.64604
0.178148	0.492917	5.28858	0.498549
0.218148	0.36594	4.72508	0.369232
0.138148	0.657967	3.74371	0.599959
0.25963	0.286737	3.56842	0.262737
0.298148	0.236087	2.70999	0.189658
0.0596296	0.862017	0.489027	0.659268
0.338148	0.20408	2.16818	0.142257
