p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.90245	0.256736	0.666203
0.11	0.748366	3.67649	0.658639
0.07	0.846921	0.612514	0.665432
0.15	0.387566	34.6749	0.463449
0.27	0.0868722	3.73055	0.0468391
0.31	0.0736444	2.73005	0.0399698
0.23	0.114786	6.33968	0.0645436
0.19	0.167283	13.1548	0.124573
0.0314815	0.900392	0.257243	0.666199
0.111481	0.742891	3.8509	0.658306
0.0714815	0.844056	0.626667	0.665392
0.151481	0.367432	34.0035	0.439622
0.271481	0.0872267	3.91613	0.0124148
0.311481	0.0731989	2.83016	-0.000313029
0.191481	0.168127	12.9604	0.14285
0.231481	0.111573	6.20106	0.0679741
0.032963	0.898807	0.268151	0.666178
0.112963	0.735696	5.02939	0.656395
0.072963	0.84134	0.650003	0.665335
0.152963	0.347637	33.3795	0.413322
0.272963	0.08805	3.99071	0.00319301
0.312963	0.0736663	2.73853	0.0127345
0.192963	0.166612	12.4485	0.153868
0.232963	0.111731	6.18967	0.0593323
0.0344444	0.89694	0.276854	0.66616
0.114444	0.730602	4.97487	0.655962
0.0744444	0.838915	0.681432	0.66527
0.154444	0.34102	32.3675	0.408571
0.274444	0.0859126	3.73979	0.00417834
0.314444	0.0722581	2.71681	0.00250809
0.194444	0.158909	11.773	0.113713
0.234444	0.109739	5.98988	0.0388994
0.0359259	0.895188	0.286003	0.666142
0.0759259	0.836419	0.726905	0.665172
0.115926	0.722185	5.97025	0.654133
0.155926	0.325886	32.4198	0.381849
0.275926	0.086193	3.74581	0.0326141
0.315926	0.0733489	2.72417	0.0236395
0.195926	0.156093	11.389	0.12026
0.235926	0.108107	5.69632	0.0661758
0.0374074	0.893341	0.292364	0.666128
0.0774074	0.833	0.788767	0.66504
0.117407	0.713637	7.0304	0.651979
0.157407	0.315252	31.0738	0.37243
0.277407	0.0855278	3.69151	0.018579
0.317407	0.0717759	2.66656	-0.00442931
0.197407	0.150669	10.7338	0.114243
0.237407	0.106022	5.677	0.016658
