p	(av_abs_m)	susceptibility	binder cumulant
0.0388889	0.891794	0.296736	0.666118
0.118889	0.705767	7.63124	0.650805
0.0788889	0.830459	0.798799	0.665002
0.158889	0.300696	28.5337	0.358165
0.278889	0.0857396	3.67917	0.042157
0.318889	0.0711356	2.52209	0.0352316
0.198889	0.148407	10.6479	0.085606
0.238889	0.104105	5.42239	0.0362115
0.0403704	0.889709	0.309153	0.666093
0.12037	0.697209	8.50874	0.648645
0.0803704	0.828081	0.791144	0.665004
0.16037	0.295347	28.9103	0.348284
0.28037	0.0835533	3.57471	0.00342784
0.32037	0.0716693	2.57991	0.0509064
0.20037	0.145971	10.1194	0.0863076
0.24037	0.104689	5.21849	0.071446
0.0418519	0.887574	0.309468	0.66609
0.121852	0.68742	10.1025	0.646077
0.0818519	0.825196	0.831697	0.66491
0.161852	0.282976	27.9143	0.320632
0.281852	0.0833267	3.47027	0.0385833
0.321852	0.0719148	2.56272	0.037555
0.201852	0.143594	10.13	0.0642951
0.241852	0.102964	5.33758	0.0340882
0.0433333	0.885978	0.330361	0.66605
0.123333	0.675481	11.9666	0.641811
0.0833333	0.822306	0.921852	0.664725
0.163333	0.273961	26.9399	0.311164
0.283333	0.0829119	3.51084	-0.000424694
0.323333	0.0694407	2.47936	0.0140794
0.203333	0.143479	9.60443	0.0961323
0.243333	0.103457	5.37278	0.0441545
0.0448148	0.883733	0.344017	0.66602
0.124815	0.664093	13.8789	0.637834
0.0848148	0.818773	0.920155	0.664698
0.164815	0.264521	25.7362	0.295975
0.284815	0.0820107	3.47243	0.0324733
0.324815	0.0696178	2.49622	0.0300287
0.204815	0.14031	9.44362	0.0920473
0.244815	0.100613	4.95952	0.0388596
0.0462963	0.881793	0.358516	0.665991
0.126296	0.65037	15.3995	0.633873
0.0862963	0.816279	1.01786	0.664504
0.166296	0.257001	25.1365	0.286114
0.286296	0.0817311	3.35475	0.0342799
0.326296	0.0694456	2.48146	0.000588967
0.206296	0.137063	8.8764	0.105942
0.246296	0.09976	5.03867	0.0140517
0.0477778	0.879779	0.357421	0.665989
0.127778	0.643497	16.3521	0.631456
0.0877778	0.812667	1.10516	0.664325
0.167778	0.244151	23.3826	0.266994
0.327778	0.0688696	2.42297	0.0101259
0.287778	0.0815326	3.4678	0.0198128
0.207778	0.137106	8.85056	0.0952055
0.247778	0.0989237	4.89291	0.0557234
0.0492593	0.878016	0.367751	0.665967
0.129259	0.628701	18.1935	0.625398
0.0892593	0.809185	1.11913	0.664268
0.169259	0.23583	21.9869	0.249549
0.289259	0.0809063	3.24278	0.0461132
0.329259	0.0693807	2.43234	0.000202894
0.209259	0.136267	8.85701	0.0956279
0.249259	0.0998233	4.87286	0.0571003
0.0507407	0.875538	0.384315	0.665932
0.130741	0.611126	20.9555	0.618221
0.0907407	0.805929	1.20791	0.664056
0.170741	0.231856	21.5845	0.245707
0.290741	0.0793819	3.2523	0.00180919
0.330741	0.0696696	2.404	0.0426213
0.210741	0.132476	8.70435	0.058695
0.250741	0.0961644	4.72193	0.0306102
0.0522222	0.873342	0.391553	0.665915
0.132222	0.598067	22.4948	0.612984
0.0922222	0.802586	1.25038	0.663949
0.172222	0.222925	20.2247	0.230183
0.292222	0.0792674	3.18257	0.0152267
0.332222	0.0679193	2.35564	0.0274371
0.212222	0.130663	8.37708	0.0655732
0.252222	0.096857	4.79447	0.0208664
0.0537037	0.871338	0.413899	0.665869
0.133704	0.576327	25.2763	0.601914
0.0937037	0.798671	1.45212	0.663528
0.173704	0.216951	19.1918	0.219536
0.293704	0.0785237	3.17287	-0.0185903
0.333704	0.0680404	2.37969	0.00682253
0.213704	0.12872	7.94479	0.0721986
0.253704	0.0963911	4.74977	0.0255581
0.0551852	0.868901	0.42301	0.665848
0.135185	0.558445	27.6481	0.59248
0.0951852	0.795101	1.46318	0.66348
0.175185	0.210809	18.9564	0.199127
0.295185	0.0783515	3.14323	0.00227634
0.335185	0.067707	2.28664	0.0309249
0.215185	0.129173	7.95576	0.0968654
0.0566667	0.867011	0.435464	0.66582
0.255185	0.0964837	4.44561	0.0754337
0.136667	0.546852	28.5445	0.58579
0.0966667	0.791343	1.67865	0.66313
0.176667	0.207929	18.7537	0.196748
0.296667	0.0777356	3.02535	0.0430519
0.336667	0.0673319	2.31757	-0.00155033
0.216667	0.124679	7.65496	0.0451461
0.0581481	0.865368	0.439742	0.665808
0.256667	0.0945126	4.44505	0.0474022
0.138148	0.527548	29.6927	0.576211
0.0981481	0.787486	1.61153	0.663057
0.178148	0.200436	17.8055	0.18599
0.298148	0.0788141	3.06171	0.0455424
0.338148	0.0676685	2.28769	0.0580992
0.218148	0.124622	7.52805	0.0907592
0.0596296	0.863217	0.456487	0.665773
0.258148	0.09552	4.44701	0.0774541
0.13963	0.507184	32.5022	0.560714
0.0996296	0.782433	2.20852	0.662348
0.17963	0.19537	16.5939	0.187178
0.29963	0.0785126	3.18423	-0.0107629
0.33963	0.0672156	2.22578	0.0580545
0.0611111	0.860215	0.467027	0.665747
0.21963	0.121403	7.15954	0.0896849
0.141111	0.487894	34.3654	0.546434
0.25963	0.09298	4.37831	0.0166031
0.101111	0.779576	2.06367	0.662224
0.181111	0.192991	16.0933	0.182843
0.301111	0.0774863	2.92056	0.0543976
0.341111	0.0673437	2.27862	0.0447627
0.0625926	0.859116	0.509112	0.665663
0.221111	0.119605	7.15642	0.0553608
0.142593	0.472933	34.2368	0.535678
0.102593	0.775287	2.11675	0.661971
0.261111	0.0928689	4.3188	0.0430684
0.182593	0.184003	15.4525	0.155903
0.302593	0.0763515	3.01672	0.00794845
0.342593	0.0662293	2.17589	0.0419508
0.0640741	0.8568	0.522479	0.665633
0.222593	0.118741	6.87662	0.0512106
0.144074	0.449363	35.8277	0.51581
0.104074	0.770777	2.2408	0.661643
0.262593	0.0922533	4.33063	0.0365725
0.184074	0.182775	14.8554	0.171894
0.304074	0.075177	2.86055	0.0155966
0.344074	0.0676685	2.31139	0.0283641
0.0655556	0.853792	0.52939	0.665611
0.224074	0.117646	6.71325	0.0669976
0.145556	0.432883	35.4986	0.503464
0.105556	0.765344	2.40413	0.661226
0.264074	0.0921489	4.24724	0.0331612
0.185556	0.178333	14.4624	0.153902
0.305556	0.0755174	2.96703	0.0211556
0.345556	0.0662126	2.26702	-0.0137349
0.067037	0.85181	0.550559	0.665564
0.147037	0.419887	35.5043	0.492
0.225556	0.115686	6.54526	0.0694065
0.107037	0.760421	3.06575	0.660217
0.265556	0.0909674	4.14582	0.0175864
0.187037	0.171344	13.927	0.12821
0.307037	0.0751033	2.84397	0.01793
0.347037	0.0655948	2.2431	-0.00825822
0.0685185	0.848842	0.560289	0.66554
0.148519	0.393536	35.7026	0.463793
0.227037	0.117922	6.625	0.0713869
0.108519	0.75605	2.97409	0.659977
0.267037	0.090803	4.04284	0.0583761
0.188519	0.17133	13.455	0.144791
0.308519	0.0746763	2.71141	0.0580602
0.348519	0.06501	2.20449	0.00461624
0.228519	0.114466	6.3084	0.0752052
0.268519	0.0886104	3.9216	0.0540151
