p	(av_abs_m)	susceptibility	binder cumulant
0.03	0.160353	20.6772	0.135952
0.07	0.101272	9.16021	0.0330797
0.11	0.0767633	5.32051	0.0336561
0.15	0.0640465	3.79177	0.00491723
0.19	0.0559675	2.84917	0.0207001
0.23	0.0497881	2.22606	0.0247395
0.27	0.0451169	1.87162	-0.0380912
0.31	0.0411567	1.59143	-0.022902
0.0314815	0.155163	20.6103	0.100819
0.0714815	0.0987081	8.61035	0.0664672
0.111481	0.0760023	5.29679	0.00987265
0.151481	0.0642213	3.77886	0.0161361
0.191481	0.0550973	2.73707	0.0362944
0.231481	0.0497479	2.23495	0.0125602
0.271481	0.04544	1.86896	0.0399003
0.311481	0.0410933	1.52303	0.0242663
0.032963	0.154771	19.6357	0.123596
0.072963	0.0994963	8.45055	0.0815133
0.152963	0.0633398	3.69691	-0.0254215
0.112963	0.0764219	5.21311	0.0299398
0.192963	0.0552106	2.80923	0.0111623
0.232963	0.0485958	2.16584	0.005702
0.272963	0.0448758	1.8233	0.0163374
0.312963	0.0412537	1.56308	-0.000161988
0.0344444	0.147739	18.2951	0.10491
0.0744444	0.0983854	8.26633	0.0748615
0.154444	0.0630963	3.5267	0.0268145
0.114444	0.0758919	5.11255	0.0298489
0.194444	0.0555144	2.81098	-0.00873593
0.234444	0.04929	2.13635	0.0258244
0.314444	0.0407369	1.51477	0.00397288
0.274444	0.0449933	1.79715	0.0175742
0.0359259	0.146475	17.8058	0.10976
0.0759259	0.0981092	8.21417	0.0531778
0.155926	0.0620246	3.43626	0.0234814
0.115926	0.0754825	5.24884	0.0226223
0.195926	0.0547396	2.71905	0.0223814
0.235926	0.0482775	2.17036	-0.00693501
0.275926	0.0444812	1.82199	0.000614885
0.315926	0.0410381	1.51935	0.0208038
0.0374074	0.145604	18.1989	0.0927129
0.0774074	0.094921	7.76906	0.054055
0.117407	0.0748373	4.91166	0.0267815
0.157407	0.0616777	3.51312	-0.0125041
0.197407	0.0537379	2.64476	-0.00208931
