p	(av_abs_m)	susceptibility	binder cumulant
0.250952	0.0601333	5.30695	0.00180953
0.0802857	0.831302	0.800592	0.666057
0.037619	0.89537	0.277993	0.666482
0.144286	0.347509	84.4803	0.441981
0.208286	0.0857253	10.1262	0.0475054
0.165619	0.154703	30.9681	0.130961
0.314952	0.044435	2.73095	0.0370293
0.336286	0.0405561	2.30044	0.00411505
0.0604762	0.864592	0.468306	0.666334
0.103143	0.781117	2.04675	0.664943
0.124476	0.676644	18.2889	0.651981
0.188476	0.107224	15.6891	0.0535453
0.231143	0.0680268	6.53091	-0.00794462
0.295143	0.0482661	3.35849	-0.00199688
0.27381	0.0530289	3.84737	0.0431591
0.0818095	0.822506	1.22576	0.665728
0.0391429	0.893627	0.288931	0.666474
0.252476	0.0596409	4.92249	0.0441347
0.167143	0.15388	30.9439	0.106771
0.14581	0.33924	82.1357	0.438592
0.20981	0.0843282	9.6059	0.043265
0.316476	0.0438453	2.8328	-0.0415117
0.33781	0.041225	2.39571	0.0385724
0.062	0.86229	0.481532	0.666323
0.104667	0.775318	2.4758	0.664586
0.126	0.669491	16.9677	0.651844
0.19	0.107381	15.431	0.0762192
0.232667	0.0677743	6.346	0.0504761
0.275333	0.0525292	3.92602	0.0143401
0.0833333	0.811531	1.79062	0.66529
0.296667	0.0478754	3.28669	-0.0202544
0.0406667	0.891691	0.308842	0.66646
0.147333	0.306859	78.5589	0.388448
0.211333	0.0823588	9.39297	0.0335488
0.254	0.0591086	4.92286	-0.00396211
0.168667	0.147021	27.9923	0.118933
0.318	0.0438608	2.76137	-0.00459896
0.339333	0.0408103	2.34165	0.0191657
0.0635238	0.860058	0.508043	0.666303
0.10619	0.743441	10.7934	0.658953
0.127524	0.643135	31.9437	0.641298
0.191524	0.103226	15.0861	0.0266582
0.23419	0.0673818	6.40851	0.00754937
0.276857	0.0512884	3.69099	0.0327783
0.0848571	0.822292	0.94507	0.665933
0.0421905	0.889596	0.319171	0.666452
0.29819	0.0471831	3.1445	0.0172924
0.148857	0.294339	73.0289	0.377326
0.212857	0.0805835	8.90295	0.0340071
0.17019	0.150633	29.0315	0.119761
0.255524	0.0583141	4.84231	0.0145125
0.319524	0.0440382	2.73609	0.0140183
0.340857	0.0402556	2.23862	0.0495838
0.0650476	0.857488	0.517358	0.666294
0.107714	0.715029	16.7405	0.6544
0.129048	0.63253	32.5377	0.639154
0.193048	0.102715	14.2207	0.0722802
0.235714	0.0673175	6.31094	0.0461247
0.278381	0.0516825	3.7906	0.015791
0.086381	0.819615	0.958601	0.665916
0.0437143	0.887995	0.322468	0.666449
0.299714	0.0469134	3.13127	0.00924283
0.214381	0.0806806	8.8907	0.0414227
0.150381	0.265136	69.3297	0.325877
0.171714	0.139149	24.7943	0.123653
0.257048	0.057431	4.66489	-0.00162189
0.321048	0.0437526	2.70183	0.00660331
0.342381	0.0410454	2.35254	0.00728312
0.109238	0.718635	11.2811	0.657278
0.0665714	0.854844	0.573094	0.666253
0.130571	0.60316	45.21	0.627864
0.194571	0.0978372	13.7754	0.0137446
0.237238	0.066991	6.37178	0.0334265
0.279905	0.0515623	3.87257	0.0132617
0.0879048	0.816971	1.04095	0.66585
0.0452381	0.886003	0.316487	0.666452
0.215905	0.0791312	8.68175	0.0418781
0.301238	0.0472926	3.13596	0.0199361
0.173238	0.134013	23.8783	0.0935886
0.151905	0.244235	62.0579	0.286712
0.258571	0.0565182	4.67689	-0.00332142
0.322571	0.0427343	2.55101	-0.0176344
0.343905	0.0397796	2.27853	-0.00148782
0.0680952	0.852267	0.579575	0.666245
0.110762	0.736186	7.67737	0.66031
0.132095	0.585542	52.666	0.619991
0.196095	0.0969116	12.9068	0.0423787
0.238762	0.0660918	5.99659	0.0439793
0.0467619	0.883893	0.341505	0.666434
0.281429	0.0505847	3.70151	-0.00167024
0.0894286	0.812934	1.1506	0.66576
0.217429	0.0776836	8.46504	0.00685619
0.260095	0.0572559	4.53217	0.0152991
0.302762	0.0463204	3.10026	-0.0134988
0.174762	0.13347	23.4274	0.0929485
0.153429	0.249915	59.6762	0.324671
0.324095	0.0423957	2.59373	-0.0429014
0.345429	0.0401073	2.34402	0.00738992
0.069619	0.849736	0.593286	0.666233
0.112286	0.743914	4.6752	0.662595
0.133619	0.56088	59.1927	0.608971
0.197619	0.0943687	12.4441	0.0263362
0.240286	0.0656354	5.97504	0.0185798
0.0482857	0.881819	0.354562	0.666424
0.0909524	0.810623	1.20353	0.665714
0.282952	0.0507093	3.72987	-0.00154896
0.218952	0.0748207	7.91565	0.0114024
0.304286	0.0465204	3.05962	-0.00168403
0.176286	0.128797	22.3019	0.0765576
0.261619	0.0572336	4.63705	0.0181552
0.154952	0.221641	54.1551	0.250382
0.325619	0.0427456	2.58167	0.013056
0.346952	0.0404346	2.29799	0.0233048
0.0711429	0.848002	0.591763	0.666231
0.11381	0.726215	10.8386	0.658634
0.135143	0.532692	66.4962	0.594575
0.199143	0.0926606	11.915	0.0300644
0.0498095	0.877775	0.400009	0.666391
0.24181	0.0645575	5.69642	0.0335077
0.0924762	0.804561	1.55973	0.665426
0.284476	0.0501065	3.41301	0.0320899
0.220476	0.074771	7.91348	0.0184988
0.30581	0.0463188	2.9486	0.0206452
0.17781	0.12581	21.154	0.0792709
0.263143	0.0563778	4.56783	-0.0265348
0.156476	0.202087	48.848	0.205762
0.327143	0.0419509	2.51861	0.00990321
0.348476	0.0389009	2.16754	0.00808057
