p	(av_abs_m)	susceptibility	binder cumulant
0.23	0.0991042	2.21953	0.0262864
0.03	0.312366	14.5654	0.346288
0.07	0.206038	7.99625	0.187811
0.19	0.110039	2.79913	0.0199198
0.27	0.0905033	1.78861	0.0442984
0.11	0.154767	5.14649	0.0986981
0.15	0.128506	3.57669	0.0623133
0.31	0.0819442	1.5335	-0.0106364
0.0314815	0.311635	14.3628	0.345336
0.231481	0.0976117	2.10616	0.0445396
0.0714815	0.201823	7.9017	0.169924
0.111481	0.15657	5.14027	0.113084
0.191481	0.110432	2.72373	0.0182089
0.271481	0.0892825	1.8186	0.00903601
0.151481	0.128531	3.65519	0.0469749
0.311481	0.0827683	1.5457	0.0178315
0.032963	0.303523	13.7887	0.336345
0.232963	0.0999817	2.25705	0.0249686
0.112963	0.149161	4.72455	0.0839562
0.072963	0.20188	8.05823	0.173342
0.192963	0.112057	2.68088	0.0852249
0.272963	0.08901	1.78841	0.0294638
0.152963	0.128711	3.59059	0.0626385
0.312963	0.083645	1.56039	0.034887
0.0344444	0.296323	13.3076	0.326826
0.234444	0.0978392	2.15645	0.0198833
0.114444	0.154678	5.09101	0.0900194
0.0744444	0.198028	7.69646	0.157726
0.194444	0.109044	2.68275	0.0363249
0.274444	0.0910683	1.81734	0.0364035
0.154444	0.12901	3.5886	0.0858039
0.314444	0.0819308	1.48234	0.00100523
0.0359259	0.290208	13.3403	0.308674
0.235926	0.0972008	2.12336	0.0314431
0.115926	0.151055	4.80581	0.111057
0.0759259	0.196297	7.5266	0.165731
0.195926	0.109447	2.63175	0.0489593
0.275926	0.0885467	1.8219	-0.00329007
0.155926	0.124214	3.43703	0.0299372
0.315926	0.0826892	1.50418	0.0407712
0.0374074	0.285669	13.0828	0.307354
0.237407	0.0971767	2.15386	0.0306104
0.0774074	0.193795	7.41221	0.162434
0.117407	0.150945	4.7321	0.100621
0.197407	0.108826	2.57343	0.0497807
0.277407	0.0898142	1.78317	0.0293113
0.157407	0.126242	3.553	0.0392073
0.317407	0.0815092	1.51373	-0.00298095
0.0388889	0.282395	12.9859	0.305513
0.238889	0.09678	2.10207	0.0160015
0.118889	0.149351	4.69444	0.0983872
0.0788889	0.192297	7.25659	0.174587
0.198889	0.108075	2.51266	0.0726916
