p	(av_abs_m)	susceptibility	binder cumulant
0.04	0.939452	0.13381	0.666642
0.059375	0.917437	0.202336	0.666627
0.07875	0.89266	0.302177	0.666604
0.136875	0.784411	2.3304	0.666054
0.098125	0.865792	0.482981	0.666561
0.1175	0.83248	0.844217	0.666467
0.175625	0.265027	200.159	0.343222
0.15625	0.699673	11.769	0.663025
0.195	0.101913	48.6268	0.0213349
0.214375	0.0690876	21.7365	0.0261471
0.23375	0.0518622	12.2468	0.0234523
0.2725	0.0355243	5.71219	0.0155642
0.291875	0.0316312	4.64968	-0.00389009
0.31125	0.0285909	3.7704	-0.0107526
0.253125	0.0415453	8.17517	-0.020377
0.330625	0.0264334	3.18896	0.00843462
0.0416146	0.937853	0.140473	0.66664
0.0609896	0.914952	0.209602	0.666625
0.0803646	0.891365	0.326596	0.666599
0.0997396	0.863112	0.466277	0.666564
0.13849	0.779053	2.61275	0.665973
0.119115	0.828507	0.890424	0.666454
0.157865	0.687181	15.1126	0.661875
0.17724	0.240786	174.841	0.334021
0.196615	0.104748	45.4282	0.10909
0.21599	0.065216	18.9356	0.04217
0.235365	0.0498715	11.0418	0.0457902
0.274115	0.0349477	5.75243	-0.0071373
0.29349	0.0312279	4.50913	0.00837243
0.312865	0.0281659	3.60821	0.0194976
0.25474	0.0405764	7.83404	-0.0139018
0.33224	0.0259355	3.12307	-0.00380847
0.0432292	0.936289	0.141989	0.66664
0.0626042	0.913831	0.227088	0.666622
0.0819792	0.889093	0.340392	0.666596
0.101354	0.860369	0.517121	0.666552
0.140104	0.774284	2.59361	0.665966
0.120729	0.825131	1.02678	0.66642
0.159479	0.660913	28.1404	0.657549
0.178854	0.185339	135.517	0.188473
0.198229	0.0970526	42.3281	0.0680094
0.217604	0.0628834	17.8146	0.0509927
0.236979	0.0482205	10.8489	0.002321
0.275729	0.0357146	5.74754	0.01266
0.295104	0.0310741	4.44664	0.0037302
0.256354	0.0410971	7.69844	0.0136845
0.314479	0.0275784	3.5481	0.00188257
0.333854	0.0258166	3.0507	0.0104188
0.0448438	0.934247	0.153684	0.666638
0.0642188	0.911238	0.224621	0.666622
0.0835937	0.886602	0.324708	0.666599
0.102969	0.857749	0.538529	0.666546
0.141719	0.768199	3.32772	0.665764
0.122344	0.820986	1.0935	0.666402
0.161094	0.642062	55.0061	0.651135
0.180469	0.212079	140.215	0.312628
0.199844	0.0916883	37.4723	0.0398892
0.219219	0.0617467	17.3602	0.0316138
0.238594	0.048421	10.6093	0.00984596
0.277344	0.0343595	5.41585	0.00184383
0.296719	0.030522	4.2465	0.0213162
0.257969	0.0402207	7.50461	0.0255412
0.316094	0.0281725	3.571	0.0338297
0.335469	0.0254564	2.94285	0.00280011
0.0464583	0.932384	0.157733	0.666637
0.0658333	0.909957	0.225657	0.666622
0.0852083	0.884477	0.358839	0.666591
0.104583	0.854862	0.560779	0.666541
0.143333	0.761881	3.89883	0.665593
0.123958	0.818762	1.09192	0.6664
0.162708	0.630487	39.2231	0.6532
0.182083	0.171189	110.91	0.208508
0.201458	0.0888196	37.0733	0.0175142
0.220833	0.0604545	17.3259	-0.00745596
0.240208	0.0481381	10.6242	0.0221843
0.278958	0.0342877	5.26287	0.0298773
0.298333	0.0301996	4.15389	0.0232689
0.259583	0.0389642	6.97788	-0.00457461
0.317708	0.0277131	3.53021	-0.01224
0.337083	0.0253008	2.9856	0.000407686
0.0480729	0.930365	0.164754	0.666635
0.0674479	0.908121	0.239963	0.666619
0.0868229	0.882294	0.360588	0.666591
0.106198	0.852399	0.600576	0.666531
0.144948	0.754939	4.25339	0.665477
0.125573	0.814209	1.28774	0.666351
0.164323	0.589787	113.524	0.635513
0.183698	0.157884	96.0568	0.181408
0.203073	0.0850564	30.8519	0.0758017
0.222448	0.0591121	15.7826	0.0387361
0.241823	0.0463235	10.0669	-0.0141347
0.280573	0.0342495	5.23109	0.0183961
0.299948	0.0304614	4.21977	0.0134597
0.261198	0.0385318	6.93208	-0.0140599
0.319323	0.0274406	3.48244	-0.0173068
0.338698	0.0252329	2.96542	-0.00774973
0.0496875	0.928539	0.168804	0.666634
0.0690625	0.905918	0.248438	0.666617
0.0884375	0.880253	0.379758	0.666586
0.107813	0.849351	0.641944	0.666521
0.146563	0.747968	4.69921	0.665328
0.127188	0.81127	1.25345	0.666355
0.165938	0.581537	76.0006	0.639486
0.185313	0.149315	92.4598	0.135868
0.204687	0.0854654	32.9458	0.0222233
0.224062	0.0571232	14.8691	0.0301098
0.243438	0.045234	9.49817	0.0148454
0.282187	0.0331431	5.10326	0.00236352
0.301562	0.0295572	4.01531	0.0106816
0.262813	0.0386119	6.87708	0.00115407
0.320937	0.0271054	3.34114	0.00652298
0.340312	0.0250227	2.90686	-0.0130774
0.0513021	0.926667	0.175559	0.666633
0.0706771	0.903874	0.252819	0.666616
0.0900521	0.877779	0.401805	0.666581
0.109427	0.846532	0.662854	0.666515
0.148177	0.741892	5.69143	0.665039
0.128802	0.80601	1.39832	0.666316
0.167552	0.511909	187.544	0.599661
0.186927	0.133934	77.0324	0.0950331
0.206302	0.0775904	28.153	0.00558304
0.225677	0.0562804	14.5523	0.0030658
0.245052	0.0450467	9.25528	0.0105926
0.283802	0.0327056	4.80075	0.0239521
0.303177	0.0297095	4.03102	0.00253704
0.264427	0.0375583	6.68147	-0.00654205
0.322552	0.0270844	3.32573	0.0267683
0.341927	0.0248693	2.87144	0.000107153
0.0529167	0.924747	0.183973	0.666631
0.0722917	0.901586	0.268012	0.666612
0.0916667	0.874826	0.392369	0.666582
0.111042	0.842989	0.68308	0.666509
0.149792	0.733136	6.92265	0.664652
0.130417	0.802609	1.5315	0.666279
0.169167	0.467967	249.476	0.566419
0.188542	0.133388	70.9268	0.152916
0.207917	0.0766563	27.4581	-0.0113196
0.227292	0.056485	14.1948	0.0446891
0.246667	0.0452576	9.17509	0.0397203
0.285417	0.0328595	5.04422	-0.0129312
0.304792	0.0289274	3.85564	0.0108274
0.266042	0.0379212	6.64107	0.0096545
0.324167	0.0266789	3.29209	-0.00638108
0.343542	0.0245224	2.75982	0.0148111
0.0545313	0.923157	0.182958	0.666631
0.0739063	0.899763	0.273244	0.666611
0.0932813	0.872653	0.417257	0.666577
0.112656	0.840776	0.767777	0.666489
0.151406	0.724782	9.49054	0.663917
0.132031	0.798284	1.65971	0.666243
0.170781	0.396721	268.151	0.507177
0.190156	0.130798	70.6009	0.116934
0.209531	0.0771272	25.3602	0.0786562
0.228906	0.0550713	13.6231	0.0218472
0.248281	0.0431691	8.85768	-0.0303108
0.287031	0.0321905	4.7542	0.0180159
0.267656	0.0369598	6.21563	0.0144293
0.306406	0.0288825	3.82506	-0.00890628
0.325781	0.0265241	3.21774	0.023296
0.345156	0.0242557	2.80845	-0.0224212
0.0561458	0.921212	0.19859	0.666628
0.0755208	0.897337	0.291706	0.666607
0.0948958	0.870167	0.43848	0.666572
0.114271	0.836961	0.782	0.666484
0.153021	0.715686	8.74467	0.664011
0.133646	0.793452	1.71384	0.666223
0.172396	0.375135	238.159	0.499318
0.191771	0.118079	60.3667	0.11255
0.211146	0.0701501	22.695	0.0279316
0.230521	0.0540032	13.3547	0.0239347
0.249896	0.0436641	8.69155	0.0367867
0.288646	0.0317217	4.582	0.00446038
0.269271	0.0364265	6.25248	-0.000288272
0.308021	0.028743	3.81313	0.0197219
0.327396	0.0262275	3.1613	0.0264862
0.346771	0.0247584	2.8524	0.00141922
0.0577604	0.919453	0.201362	0.666627
0.0771354	0.895804	0.286813	0.666608
0.0965104	0.868608	0.465081	0.666565
0.115885	0.833675	0.822984	0.666473
0.154635	0.703677	14.4424	0.662317
0.13526	0.790119	2.10071	0.666122
0.17401	0.306109	257.481	0.39501
0.193385	0.11111	50.4148	0.136422
0.232135	0.0527254	12.8922	0.00701613
0.21276	0.0703685	22.4441	0.0417986
0.25151	0.0426951	8.47612	-0.00615509
0.29026	0.0316635	4.56357	0.00363903
0.309635	0.0289857	3.80902	0.0372216
0.270885	0.0359049	5.9848	-0.00619566
0.348385	0.0236804	2.59881	-0.0029614
0.32901	0.0261941	3.04109	0.0324587
