p	(av_abs_m)	susceptibility	binder cumulant
0.11	0.842625	0.61936	0.66389
0.03	0.94873	0.109952	0.666262
0.27	0.164611	5.46387	0.134056
0.15	0.732296	4.1696	0.648529
0.31	0.125068	3.39358	0.0569702
0.07	0.902073	0.254211	0.66564
0.19	0.434745	17.182	0.486938
0.23	0.234743	10.0782	0.228727
0.0314815	0.946926	0.116511	0.666237
0.111481	0.839497	0.711874	0.663558
0.151481	0.725386	4.36766	0.647225
0.271481	0.15783	5.27488	0.0843531
0.311481	0.125428	3.42786	0.0749425
0.0714815	0.900332	0.253643	0.665638
0.191481	0.419903	17.1283	0.473326
0.231481	0.225508	9.55136	0.197631
0.032963	0.945197	0.119009	0.666226
0.112963	0.836502	0.723419	0.663454
0.152963	0.721861	4.731	0.645932
0.272963	0.156596	5.11687	0.111316
0.312963	0.12364	3.21809	0.0808435
0.072963	0.898413	0.273917	0.665556
0.192963	0.41166	17.7633	0.459923
0.232963	0.225784	9.31605	0.219159
0.0344444	0.943232	0.122245	0.666212
0.114444	0.834889	0.727387	0.663382
0.154444	0.712022	5.78017	0.64293
0.274444	0.155002	5.04567	0.113078
0.314444	0.121799	3.20518	0.082653
0.0744444	0.896128	0.287413	0.665495
0.194444	0.403066	17.3553	0.454663
0.234444	0.217873	9.07532	0.194118
0.0359259	0.941807	0.130231	0.666181
0.115926	0.831704	0.776833	0.66317
0.155926	0.704788	5.98305	0.640961
0.275926	0.152857	5.04171	0.0767679
0.315926	0.124276	3.39743	0.0676542
0.0759259	0.894898	0.279599	0.665523
0.195926	0.389804	16.6312	0.44498
0.235926	0.217736	8.94669	0.198005
0.0374074	0.941061	0.127158	0.666191
0.117407	0.82911	0.84224	0.663017
0.157407	0.696212	6.46289	0.638184
0.277407	0.151879	4.81903	0.118115
0.317407	0.121301	3.29983	0.0412535
0.0774074	0.892786	0.292737	0.665463
0.0388889	0.938345	0.140488	0.66614
0.197407	0.380278	16.9301	0.433107
0.237407	0.212417	8.62593	0.197362
0.118889	0.825667	0.845256	0.662888
0.158889	0.68297	7.72865	0.633324
0.278889	0.149687	4.86015	0.0883351
0.318889	0.121415	3.29443	0.0399968
0.0788889	0.891413	0.3016	0.66543
0.0403704	0.937347	0.139534	0.666143
0.12037	0.823181	0.934871	0.662584
0.238889	0.210238	8.54148	0.197468
0.198889	0.367222	16.4576	0.416926
0.16037	0.679243	7.66954	0.632767
0.28037	0.150002	4.69673	0.103193
0.32037	0.119581	3.1201	0.0379424
0.0803704	0.888048	0.317326	0.66535
0.0418519	0.935673	0.146674	0.666114
0.121852	0.819617	0.921576	0.662431
0.24037	0.20219	8.12424	0.169992
0.20037	0.358434	16.2123	0.407188
0.161852	0.669808	8.20634	0.629451
0.281852	0.151682	4.94113	0.0882865
0.321852	0.121412	3.12045	0.082679
0.0433333	0.934032	0.152515	0.666089
0.0818519	0.886375	0.329734	0.665302
0.123333	0.816363	1.06127	0.661956
0.241852	0.204014	8.15355	0.176361
0.201852	0.352938	15.7784	0.403836
0.163333	0.655852	9.4622	0.623702
0.283333	0.146867	4.53127	0.102562
0.0448148	0.931823	0.156833	0.666071
0.323333	0.119309	2.9883	0.0833563
0.0833333	0.884769	0.323267	0.665318
0.124815	0.812638	1.06657	0.661786
0.243333	0.199826	7.96547	0.159515
0.164815	0.648645	9.81832	0.620435
0.203333	0.3477	15.9143	0.394447
0.284815	0.145537	4.57535	0.0732143
0.0462963	0.93071	0.156895	0.666069
0.324815	0.118609	3.09265	0.0372277
0.0848148	0.882774	0.341113	0.665241
0.126296	0.811467	1.09045	0.66178
0.166296	0.636273	10.7364	0.61486
0.244815	0.197522	7.76971	0.159357
0.204815	0.338	15.2179	0.381489
0.286296	0.144582	4.38339	0.106697
0.0477778	0.929575	0.162324	0.666047
0.326296	0.115963	2.99573	0.0302527
0.127778	0.807137	1.2037	0.661204
0.0862963	0.880678	0.354373	0.665178
0.167778	0.623647	11.4634	0.609735
0.246296	0.19724	7.52064	0.185293
0.206296	0.325864	14.5931	0.367289
0.287778	0.143536	4.43939	0.0765652
0.0492593	0.92689	0.169338	0.666017
0.129259	0.801509	1.40395	0.660558
0.327778	0.11773	2.9955	0.0661238
0.0877778	0.877985	0.366043	0.665122
0.169259	0.610914	12.3189	0.603529
0.247778	0.191924	7.32691	0.168189
0.207778	0.317248	14.3188	0.359081
0.0507407	0.925382	0.176702	0.665986
0.289259	0.140976	4.382	0.0700624
0.130741	0.798868	1.34554	0.660533
0.329259	0.114759	2.91926	0.0422399
0.0892593	0.875871	0.391218	0.665024
0.170741	0.604221	12.364	0.601305
0.249259	0.186269	6.95815	0.156876
0.0522222	0.923782	0.179673	0.665973
0.209259	0.309865	14.1689	0.347434
0.290741	0.141093	4.24719	0.0786191
0.132222	0.795244	1.46934	0.660158
0.330741	0.116681	2.94041	0.07947
0.0907407	0.873843	0.387362	0.665025
0.172222	0.581659	13.6854	0.588932
0.0537037	0.921448	0.191147	0.665926
0.250741	0.185845	7.14198	0.13819
0.292222	0.141696	4.16732	0.122872
0.210741	0.301905	14.3251	0.326825
0.133704	0.791742	1.46143	0.659807
0.332222	0.113527	2.8347	0.0504004
0.0922222	0.871439	0.4176	0.664914
0.173704	0.574627	14.1561	0.58543
0.0551852	0.920014	0.185385	0.665944
0.252222	0.185781	6.89367	0.15709
0.293704	0.138716	4.08315	0.0857324
0.135185	0.786627	1.70991	0.658964
0.212222	0.292977	13.424	0.318942
0.333704	0.114908	2.93317	0.0294338
