p	(av_abs_m)	susceptibility	binder cumulant
0.0513333	0.92776	0.168463	0.666562
0.03	0.950136	0.106983	0.666604
0.0726667	0.902174	0.247529	0.666505
0.115333	0.836011	0.761464	0.666093
0.179333	0.362971	87.5841	0.45842
0.222	0.108367	15.5394	0.0948393
0.158	0.685709	16.4218	0.653871
0.264667	0.0684503	6.52776	0.0320271
0.286	0.058421	4.90457	-0.00913776
0.200667	0.153438	31.0978	0.106669
0.094	0.872352	0.393822	0.666392
0.243333	0.0822251	9.20709	0.0396165
0.328667	0.0467332	3.0254	0.0397145
0.136667	0.786427	1.75248	0.665202
0.307333	0.0520574	3.78718	0.0326557
0.0528571	0.925846	0.176426	0.666557
0.0741905	0.900267	0.275081	0.666486
0.0315238	0.948714	0.110324	0.666601
0.116857	0.833521	0.796588	0.666064
0.287524	0.0584791	4.87067	-0.00979687
0.180857	0.338739	80.7742	0.439899
0.223524	0.103459	14.6995	0.0608041
0.159524	0.675615	14.6479	0.653372
0.26619	0.0664528	6.33136	-0.00694916
0.0955238	0.869715	0.422233	0.66637
0.20219	0.158947	31.9463	0.14405
0.244857	0.0802361	8.92864	0.0409797
0.33019	0.0472535	3.10323	0.0494946
0.13819	0.782835	1.83416	0.665125
0.308857	0.0506919	3.63929	0.0217525
0.054381	0.924228	0.171214	0.66656
0.0757143	0.89801	0.271938	0.666487
0.0330476	0.947045	0.118039	0.666597
0.118381	0.830174	0.817287	0.666043
0.289048	0.0569237	4.50112	0.0280091
0.182381	0.299359	77.7377	0.371524
0.225048	0.102131	14.3561	0.0656955
0.161048	0.660495	21.9236	0.648545
0.267714	0.067773	6.47735	0.0276967
0.0970476	0.867248	0.430717	0.666363
0.246381	0.0778112	8.32553	0.0288693
0.203714	0.149675	29.0957	0.128611
0.331714	0.0462555	3.04217	-0.00881003
0.139714	0.777998	2.12206	0.664877
0.310381	0.0510204	3.71859	-0.0302699
0.0559048	0.922456	0.188877	0.666549
0.0772381	0.896339	0.283781	0.666479
0.0345714	0.945534	0.118486	0.666596
0.119905	0.826749	0.868822	0.665999
0.290571	0.0573116	4.66366	0.0205368
0.183905	0.289341	72.7601	0.366849
0.226571	0.101504	13.5005	0.0916933
0.162571	0.643255	26.868	0.643671
0.269238	0.0646575	5.73864	0.0308514
0.0985714	0.864999	0.456535	0.666343
0.247905	0.0776119	8.48033	0.0308528
0.205238	0.146966	27.0041	0.127053
0.333238	0.0460138	2.86965	0.043354
0.141238	0.773216	2.33981	0.664672
0.311905	0.0503474	3.70818	-0.0042356
0.0574286	0.920447	0.192262	0.666546
0.0360952	0.944299	0.121598	0.666594
0.0787619	0.893656	0.29649	0.666469
0.292095	0.0571275	4.64616	0.0022771
0.121429	0.823804	0.933659	0.665943
0.185429	0.264869	67.9869	0.319777
0.228095	0.098198	13.0453	0.0622693
0.164095	0.612421	45.048	0.62996
0.270762	0.0650854	6.04696	-0.00323813
0.100095	0.862282	0.483554	0.666322
0.249429	0.0768822	8.24149	0.0198896
0.206762	0.137469	24.9224	0.0995018
0.334762	0.0454806	2.93561	0.0144832
0.142762	0.768056	2.51012	0.664504
0.313429	0.0505733	3.62475	0.00710108
0.0589524	0.918854	0.195981	0.666543
0.037619	0.942786	0.125527	0.666591
0.0802857	0.891841	0.306498	0.666462
0.293619	0.0567298	4.44659	0.00683628
0.122952	0.820926	0.963168	0.665917
0.186952	0.24472	60.758	0.296681
0.229619	0.094677	12.621	0.0032971
0.165619	0.619337	32.0096	0.63817
0.272286	0.0637982	5.57519	0.0384755
0.101619	0.860122	0.490593	0.666315
0.208286	0.12876	22.4289	0.094435
0.250952	0.0756318	8.1677	0.0246974
0.336286	0.0446714	2.85229	-0.00374511
0.144286	0.761823	2.86048	0.664203
0.314952	0.0502737	3.55739	0.00554453
0.0604762	0.917018	0.202116	0.666539
0.0391429	0.941083	0.131383	0.666588
0.0818095	0.88974	0.30983	0.666459
0.124476	0.817487	1.01236	0.665871
0.188476	0.241386	61.0574	0.284673
0.295143	0.0555441	4.4092	0.0246581
0.231143	0.0951039	12.272	0.0406035
0.167143	0.577145	52.3409	0.617234
0.27381	0.0634281	5.55721	0.0457811
0.103143	0.857805	0.502366	0.666305
0.20981	0.12816	21.0859	0.10442
0.252476	0.0742139	7.69377	0.022584
0.33781	0.0452937	2.95427	-0.0229509
0.14581	0.755933	3.10149	0.663941
0.316476	0.04984	3.47276	0.0158888
0.0406667	0.939349	0.137952	0.666583
0.062	0.914593	0.209761	0.666533
0.0833333	0.887749	0.327794	0.666446
0.126	0.814093	1.09511	0.665801
0.19	0.232864	57.3284	0.274215
0.232667	0.0921303	12.0759	0.00459555
0.296667	0.0551822	4.33439	-0.00227929
0.168667	0.546623	62.968	0.601489
0.275333	0.0626895	5.47017	0.0322279
0.211333	0.129333	22.1561	0.08369
0.104667	0.854865	0.538924	0.666276
0.254	0.074408	7.53693	0.0394753
0.147333	0.747885	4.03323	0.66311
0.339333	0.0447962	2.91684	-0.0341216
0.318	0.0494329	3.56082	-0.0279897
0.0421905	0.937563	0.140717	0.666581
0.0848571	0.885754	0.337266	0.666438
0.0635238	0.91244	0.219158	0.666527
0.127524	0.811245	1.1419	0.665758
0.191524	0.216442	50.157	0.255893
0.23419	0.0901888	11.3152	0.0370529
0.17019	0.518843	77.0707	0.583678
0.276857	0.061166	5.18739	0.0180496
0.29819	0.0543444	4.10581	0.00887219
0.212857	0.123135	20.2499	0.0873861
0.10619	0.852287	0.562844	0.666256
0.255524	0.0745397	7.76021	0.0206126
0.148857	0.744231	3.84189	0.663223
0.340857	0.0448673	2.88846	-0.00413772
0.319524	0.0484156	3.38719	0.00244437
0.0437143	0.935097	0.148759	0.666576
0.086381	0.883653	0.350089	0.666429
0.0650476	0.910342	0.22249	0.666524
0.129048	0.807278	1.24691	0.665669
0.193048	0.203758	49.5072	0.202697
0.235714	0.0908741	11.2728	0.043573
0.171714	0.489667	79.8805	0.566986
0.278381	0.0620511	5.30957	0.0442833
0.299714	0.053937	4.08351	0.0142198
0.214381	0.119577	19.2007	0.0716639
0.107714	0.850204	0.593443	0.666232
0.257048	0.0712047	7.08671	0.0367425
0.150381	0.736501	4.72623	0.662462
0.321048	0.0482729	3.30716	0.00566253
0.342381	0.044418	2.75273	0.0290233
0.0452381	0.933525	0.15358	0.666573
0.0879048	0.881475	0.357328	0.666422
0.130571	0.803594	1.33034	0.665598
0.0665714	0.908969	0.235006	0.666515
