p	(av_abs_m)	susceptibility	binder cumulant
0.194571	0.196159	43.5533	0.224789
0.237238	0.0880202	11.0782	0.0251916
0.173238	0.480358	76.8631	0.565263
0.279905	0.0597522	5.01652	0.0208914
0.215905	0.117273	18.0117	0.073033
0.301238	0.0545401	4.13556	0.0320749
0.109238	0.847572	0.601699	0.666223
0.258571	0.0704836	7.05086	0.0223497
0.322571	0.0489922	3.39155	-0.00948832
0.151905	0.726644	7.67993	0.66065
0.343905	0.0443164	2.78134	0.0193936
0.0467619	0.931801	0.155142	0.666572
0.0894286	0.879218	0.376403	0.666408
0.132095	0.799589	1.46796	0.665473
0.0680952	0.907072	0.233845	0.666515
0.196095	0.187566	42.2435	0.199927
0.238762	0.0856586	10.5054	0.0203108
0.174762	0.43503	84.1808	0.529701
0.281429	0.0597233	5.12774	0.0145713
0.217429	0.113692	17.5726	0.0610382
0.302762	0.0522095	3.95485	0.00273368
0.110762	0.844671	0.628843	0.666201
0.324095	0.0485196	3.37105	-0.0186994
0.153429	0.720024	6.52987	0.660768
0.260095	0.0701911	6.88769	0.0183142
0.345429	0.0436249	2.7941	-0.0303665
0.0482857	0.929777	0.159239	0.666569
0.0909524	0.877125	0.375933	0.666407
0.133619	0.795613	1.61289	0.66536
0.069619	0.905549	0.243676	0.666509
0.197619	0.177103	38.3079	0.174863
0.240286	0.0851419	10.1618	0.0338833
0.176286	0.399338	89.636	0.492533
0.282952	0.0603935	5.10532	0.00448273
0.218952	0.111358	17.0622	0.0557268
0.112286	0.841911	0.67906	0.666161
0.304286	0.0526709	3.98254	0.0106119
0.325619	0.0476809	3.23282	-0.0107256
0.261619	0.0693734	6.7588	-0.00801675
0.154952	0.714048	6.74453	0.660411
0.0498095	0.928218	0.168797	0.666562
0.346952	0.0435334	2.67427	0.0272279
0.0924762	0.873967	0.399269	0.666389
0.135143	0.791473	1.74145	0.665238
0.0711429	0.903375	0.253704	0.666501
0.24181	0.083374	9.70181	0.0335847
0.199143	0.167543	35.4976	0.14984
0.17781	0.329139	88.1603	0.400091
0.284476	0.059056	4.87555	0.0479677
0.220476	0.108816	16.3658	0.0623688
0.11381	0.838917	0.689017	0.66615
0.30581	0.0529286	3.84206	0.026994
0.327143	0.0470111	3.05625	0.0128358
0.263143	0.0677041	6.53561	-0.00854539
0.348476	0.0431158	2.57123	0.0291939
0.156476	0.708005	6.989	0.660041
