p	(av_abs_m)	susceptibility	binder cumulant
0.04	0.892136	0.300201	0.666605
0.07875	0.834425	0.867657	0.666463
0.059375	0.865817	0.468076	0.666564
0.1175	0.711956	10.7474	0.663412
0.098125	0.789701	2.17376	0.666103
0.136875	0.383499	230.253	0.508287
0.15625	0.125098	64.154	0.129872
0.175625	0.0756445	25.38	0.0447149
0.195	0.0542636	13.8257	-0.0104927
0.214375	0.0441883	8.82493	0.0344519
0.23375	0.0386404	6.82104	-0.00854205
0.31125	0.0248399	2.86317	0.00193418
0.2725	0.029874	4.06438	0.0195804
0.330625	0.0235177	2.5437	0.0103338
0.253125	0.0334075	5.32398	-0.0148626
0.291875	0.0271697	3.42243	-0.00521218
0.0416146	0.890569	0.316255	0.666601
0.0803646	0.830752	0.888351	0.666456
0.0609896	0.863583	0.509604	0.666554
0.0997396	0.785319	2.26557	0.666074
0.119115	0.701794	13.7873	0.66248
0.13849	0.325702	232.752	0.454018
0.17724	0.073736	24.4926	0.0360595
0.157865	0.119429	59.5757	0.108028
0.196615	0.0544869	13.6399	0.00191239
0.21599	0.0437477	8.99823	0.0163341
0.235365	0.0378417	6.67264	0.0389622
0.274115	0.029255	3.95536	-0.000760874
0.312865	0.0246657	2.80771	-0.0200662
0.33224	0.0231887	2.51907	0.00613355
0.29349	0.026709	3.27537	0.00795708
0.25474	0.0327993	4.93022	8.93447e-07
0.0432292	0.888054	0.330166	0.666598
0.0626042	0.861075	0.52096	0.666551
0.0819792	0.827445	0.942781	0.666441
0.101354	0.779725	2.50166	0.666004
0.120729	0.687236	23.476	0.66005
0.140104	0.28402	207.747	0.40248
0.159479	0.113187	53.6997	0.127018
0.178854	0.0718248	23.099	0.0132752
0.198229	0.053943	13.1034	0.0351945
0.217604	0.043088	8.59222	-0.0200566
0.236979	0.037029	6.47259	-0.000848404
0.275729	0.0292768	3.99322	-0.0141552
0.314479	0.0251046	2.77164	0.0323713
0.295104	0.0266166	3.2962	-0.000810632
0.256354	0.0322716	4.82262	-0.00651273
0.333854	0.0228459	2.38179	-0.00212964
0.0448438	0.886236	0.344357	0.666595
0.0642188	0.858542	0.537318	0.666547
0.0835937	0.823771	0.994682	0.666427
0.102969	0.775534	2.79218	0.665919
0.122344	0.673969	26.1839	0.658815
0.141719	0.245336	202.733	0.299304
0.161094	0.10554	48.268	0.0768679
0.180469	0.0691568	21.8898	0.0137011
0.199844	0.051649	12.2699	0.0138401
0.219219	0.0428386	8.41805	0.024023
0.238594	0.0368188	6.03428	0.0380998
0.277344	0.0289814	3.99481	-0.0328797
0.296719	0.0267962	3.31769	0.0112034
0.316094	0.0243846	2.71987	-0.0253167
0.257969	0.0322341	4.67515	0.0213481
0.335469	0.0228535	2.44746	0.00553264
0.0464583	0.88394	0.353013	0.666592
0.0658333	0.856451	0.567548	0.66654
0.0852083	0.820574	1.09212	0.666402
0.104583	0.769185	3.47989	0.665724
0.123958	0.658017	33.5697	0.656164
0.143333	0.203612	151.998	0.220653
0.162708	0.103637	44.2011	0.119689
0.182083	0.0687165	20.7706	0.0387269
0.201458	0.0496331	11.7875	-0.064278
0.220833	0.0421077	8.38708	-0.00275464
0.240208	0.0364479	6.08588	0.0127647
0.278958	0.0286377	3.89783	-0.0421165
0.298333	0.0261377	3.20877	-0.00685138
0.317708	0.0241047	2.69709	0.00756783
0.259583	0.0320503	4.7711	0.0131604
0.337083	0.0229216	2.46989	-0.0189041
0.0480729	0.881895	0.360448	0.666591
0.0674479	0.853362	0.607623	0.66653
0.0868229	0.817121	1.18922	0.666376
0.106198	0.762533	3.98325	0.665575
0.125573	0.647648	33.279	0.655948
0.144948	0.208529	149.903	0.258196
0.164323	0.0925204	38.5362	0.0415357
0.183698	0.0655324	19.8537	0.0203108
0.203073	0.0507367	12.149	-0.0180158
0.222448	0.0409284	7.62134	0.00919084
0.241823	0.0353734	5.72059	0.0122624
0.280573	0.0286028	3.88949	-0.00554758
0.299948	0.025849	3.05229	0.0129871
0.261198	0.031024	4.56823	-0.0303144
0.319323	0.024385	2.76998	-0.00304524
0.338698	0.0225217	2.37595	-0.0115093
0.0496875	0.879147	0.380123	0.666586
0.0690625	0.850615	0.62484	0.666525
0.0884375	0.814527	1.21907	0.666367
0.107813	0.758073	4.07404	0.665533
0.127188	0.625808	50.6692	0.650219
0.146563	0.184163	128.23	0.203197
0.165938	0.0900635	37.1404	0.0460789
0.185313	0.063307	18.3426	0.0355161
0.204687	0.0489208	11.3255	-0.0111563
0.224062	0.0408075	7.70403	0.0159805
0.243438	0.0348851	5.6508	-0.00195504
0.282187	0.0281544	3.7011	-0.00624615
0.301562	0.0257982	3.13667	-0.00487011
0.262813	0.0314586	4.42277	0.030207
0.320937	0.024091	2.64391	0.00657043
0.340312	0.022398	2.34568	-0.00194779
0.0513021	0.877593	0.414662	0.666578
0.0706771	0.84773	0.66486	0.666515
0.0900521	0.810616	1.29571	0.666344
0.109427	0.752208	4.41034	0.665422
0.128802	0.567959	145.489	0.624117
0.148177	0.159209	104.529	0.164182
0.167552	0.0866041	33.0951	0.0595388
0.186927	0.0627542	17.4791	0.0506217
