p	(av_abs_m)	susceptibility	binder cumulant
0.206302	0.0486607	10.9996	-0.00818136
0.225677	0.0400125	7.45257	-0.0109872
0.245052	0.0341923	5.37157	0.0210739
0.283802	0.0279785	3.68541	-0.0415854
0.303177	0.0260722	3.09194	0.0373848
0.264427	0.0311096	4.51116	-0.0146972
0.322552	0.0240794	2.72879	-0.00999903
0.341927	0.0221172	2.26382	-0.00876166
0.0529167	0.875102	0.411128	0.666578
0.0722917	0.844621	0.675907	0.666511
0.0916667	0.805319	1.48497	0.666294
0.111042	0.744887	5.85677	0.665024
0.130417	0.553012	139.127	0.624049
0.149792	0.149987	92.9082	0.134837
0.169167	0.0852807	34.378	0.0104701
0.188542	0.0589513	16.1584	-0.00283217
0.207917	0.0472031	10.1956	0.00935783
0.227292	0.0405237	7.43791	0.0162908
0.246667	0.0341178	5.52067	-0.0204997
0.285417	0.0278852	3.64227	-0.0276733
0.304792	0.025604	3.04503	-0.0125008
0.266042	0.0309756	4.34965	0.0172781
0.324167	0.0238983	2.61792	0.0183633
0.343542	0.0224213	2.31913	0.0151334
0.0545313	0.872898	0.428484	0.666574
0.0739063	0.841983	0.739398	0.666496
0.0932813	0.8022	1.68651	0.666241
0.112656	0.73641	6.18423	0.664864
0.132031	0.491401	209.235	0.587732
0.151406	0.142519	84.3433	0.122533
0.170781	0.0818634	31.2109	0.0322965
0.190156	0.059951	16.3486	0.0180909
0.209531	0.046833	9.99571	0.0125207
0.228906	0.0389761	6.97303	-0.00557036
0.248281	0.0340625	5.43045	-0.0413986
0.287031	0.0276759	3.55275	5.05642e-05
0.306406	0.0255261	3.04361	0.00330253
0.267656	0.0309274	4.34043	0.0317449
0.345156	0.022165	2.25385	0.0304892
0.325781	0.0239709	2.60484	0.00556786
0.0561458	0.870624	0.450937	0.666569
0.0755208	0.839107	0.773149	0.666487
0.0948958	0.797883	1.71634	0.666228
0.114271	0.729176	7.13723	0.664557
0.133646	0.460951	246.18	0.564809
0.153021	0.126531	70.443	0.0861027
0.172396	0.0794421	27.8466	0.0418851
0.191771	0.0575224	15.4858	-0.0108895
0.211146	0.0466385	9.90045	0.00252318
0.230521	0.039206	6.91198	0.0160863
0.249896	0.0336747	5.15163	0.0161594
0.288646	0.0273192	3.56896	-0.0170321
0.308021	0.0253945	2.92131	0.0097226
0.269271	0.0307368	4.31241	0.0149927
0.346771	0.0223122	2.28336	0.00689222
0.327396	0.0234866	2.5666	-0.0133323
0.0577604	0.868135	0.448269	0.666569
0.0771354	0.835449	0.820758	0.666474
0.0965104	0.794628	1.82884	0.666197
0.115885	0.723497	9.06929	0.664038
0.13526	0.347486	292.541	0.435093
0.154635	0.133091	69.2969	0.154318
0.17401	0.0765947	27.1019	0.0222566
0.193385	0.0567848	14.7564	0.0212678
0.21276	0.0442982	9.10893	-0.0141688
0.232135	0.0378696	6.58729	0.0125661
0.25151	0.0330261	5.06282	-0.0141355
0.29026	0.0275264	3.44238	0.0124095
0.309635	0.0253724	2.90617	0.023535
0.270885	0.0299049	4.07454	0.0266418
0.348385	0.0221858	2.26876	-0.00857654
0.32901	0.023347	2.62451	-0.0437017
