p	(av_abs_m)	susceptibility	binder cumulant
0.07	0.84639	0.60867	0.66597
0.11	0.748469	3.65253	0.661848
0.19	0.126178	13.5127	0.0837833
0.03	0.902606	0.251417	0.66641
0.27	0.0654302	3.89058	0.0110812
0.15	0.313348	51.5454	0.392779
0.31	0.0555138	2.7113	0.0295258
0.23	0.0847512	6.33819	0.0440696
0.0714815	0.844146	0.64159	0.665929
0.0314815	0.90092	0.258521	0.666402
0.111481	0.742234	4.09256	0.661261
0.191481	0.122162	13.0663	0.054766
0.151481	0.29369	49.2389	0.360609
0.311481	0.0554719	2.79285	0.019205
0.231481	0.0845885	6.4104	0.0198744
0.271481	0.065779	3.85454	0.0444321
0.072963	0.84148	0.647125	0.665915
0.032963	0.899094	0.266321	0.666393
0.112963	0.73621	5.70955	0.660189
0.192963	0.120754	13.1093	0.0252034
0.152963	0.279689	46.8186	0.341989
0.232963	0.0830842	5.95157	0.0586883
0.312963	0.0547792	2.68023	0.0255982
0.272963	0.0653344	3.78318	0.0213689
0.0744444	0.838867	0.677758	0.665876
0.0344444	0.896964	0.278826	0.666379
0.114444	0.729732	4.72294	0.660245
0.194444	0.117697	12.2644	0.0506671
0.154444	0.268135	43.8084	0.322986
0.234444	0.0818592	5.96196	0.0380663
0.314444	0.0543808	2.6547	0.0209724
0.274444	0.0631371	3.61217	0.0308307
0.0759259	0.835748	0.720241	0.665821
0.0359259	0.895209	0.276596	0.66638
0.115926	0.722875	5.62143	0.659098
0.195926	0.115564	11.5102	0.0689936
0.155926	0.249242	41.3907	0.289857
0.235926	0.0808179	5.87255	0.0382708
0.315926	0.0553792	2.78863	0.0201076
0.275926	0.0647652	3.68979	0.0446284
0.0374074	0.893524	0.293847	0.666361
0.0774074	0.833314	0.743316	0.665787
0.117407	0.713196	7.16951	0.657139
0.197407	0.112177	11.1794	0.0487965
0.157407	0.240673	40.278	0.267723
0.237407	0.0794963	5.80724	0.016053
0.317407	0.0552985	2.73752	0.0083349
0.277407	0.0646979	3.72057	0.0185452
0.0388889	0.891872	0.293698	0.666361
0.0788889	0.830863	0.770718	0.665754
0.118889	0.703675	9.64554	0.654819
0.198889	0.113946	11.2339	0.0585434
0.158889	0.232798	37.4645	0.269011
0.238889	0.0791713	5.53303	0.0407818
0.318889	0.0539702	2.67017	0.00568621
0.278889	0.0641413	3.55398	0.0403503
0.0403704	0.88957	0.30189	0.66635
0.0803704	0.827912	0.831595	0.665677
0.12037	0.6957	10.2936	0.65401
0.20037	0.111046	10.7158	0.0672313
0.16037	0.22241	34.7897	0.250121
0.24037	0.0774646	5.44589	0.0109926
0.32037	0.0535825	2.58329	0.0254327
0.28037	0.0635796	3.54305	0.0392579
0.0418519	0.887999	0.312664	0.666338
0.0818519	0.825458	0.866219	0.665633
0.121852	0.685122	12.8441	0.651092
0.201852	0.107056	10.3572	0.0352334
0.161852	0.215745	34.0144	0.228543
0.241852	0.0776521	5.54519	0.00163056
0.321852	0.0537356	2.65312	-0.0145979
0.281852	0.0610565	3.39612	0.00513597
0.0433333	0.886027	0.326624	0.666322
0.0833333	0.822183	0.868792	0.665614
0.123333	0.675832	12.7269	0.649734
0.203333	0.106708	10.5834	0.0122607
0.163333	0.209345	31.6995	0.221495
0.243333	0.0784656	5.44406	0.0362034
0.323333	0.0542942	2.68779	-0.00482602
0.283333	0.0622429	3.5058	-0.00818142
0.0448148	0.883932	0.331102	0.666316
0.0848148	0.818874	0.992133	0.665471
0.124815	0.657753	17.9453	0.643391
0.204815	0.104246	9.99	0.0252183
0.164815	0.196866	29.0464	0.194911
0.244815	0.0742129	5.10405	-0.0238737
0.324815	0.0533477	2.56367	0.0282829
0.284815	0.0617942	3.46052	0.0147483
0.0462963	0.881688	0.339238	0.666305
0.0862963	0.815746	1.00447	0.665438
0.126296	0.649008	19.1019	0.641878
0.206296	0.102463	9.31146	0.0490186
0.166296	0.193128	28.059	0.203945
0.246296	0.0746544	5.02036	0.0547554
0.326296	0.0517379	2.43813	0.00830231
0.286296	0.0612694	3.34217	0.0388951
0.0477778	0.879868	0.360678	0.666281
0.0877778	0.812718	1.06161	0.665368
0.127778	0.631917	23.9824	0.635206
0.207778	0.103065	9.51826	0.0285491
0.167778	0.185365	26.7722	0.183767
0.247778	0.0752904	5.07382	0.0200724
0.327778	0.0523342	2.50874	0.0142576
0.287778	0.0590521	3.15245	0.0158837
0.0492593	0.877731	0.373594	0.666265
0.0892593	0.809519	1.17341	0.665222
0.129259	0.613479	29.1077	0.627888
0.209259	0.0998542	9.05964	0.0289506
0.169259	0.178263	24.9045	0.175651
0.249259	0.0745706	5.11241	-0.00280178
0.329259	0.0527788	2.53631	0.0126366
0.289259	0.0607427	3.40843	-0.00787311
0.0507407	0.875861	0.359317	0.666279
0.0907407	0.806997	1.14511	0.665242
0.130741	0.592161	33.3169	0.619229
0.210741	0.097695	8.40441	0.0582721
0.170741	0.170494	23.4332	0.151306
0.250741	0.0736404	4.82151	0.033366
0.330741	0.051835	2.44958	0.0100394
0.0522222	0.873953	0.375929	0.666259
0.290741	0.0603367	3.30944	0.0184319
0.0922222	0.803424	1.2612	0.6651
0.132222	0.57049	39.1061	0.609038
0.172222	0.169265	23.0307	0.148417
0.212222	0.0987115	8.40664	0.0724689
0.252222	0.0731102	4.78827	0.0461398
0.332222	0.0517533	2.41981	0.0164355
0.0537037	0.871743	0.405525	0.666225
0.292222	0.059611	3.18617	0.0239236
0.0937037	0.799653	1.36335	0.664959
0.133704	0.550018	43.0214	0.598582
0.173704	0.163772	21.5632	0.133059
0.213704	0.0968915	8.23023	0.0555781
0.253704	0.0714977	4.69706	-0.0105524
0.0551852	0.869465	0.405995	0.666223
0.333704	0.0509433	2.31228	0.0305623
0.293704	0.0594273	3.20985	0.017559
0.0951852	0.794953	1.4634	0.664809
0.135185	0.525682	47.3278	0.584869
0.175185	0.158114	20.6275	0.134224
0.215185	0.0963425	8.37524	0.0125844
0.255185	0.0718846	4.64198	0.0325622
0.0566667	0.867214	0.441131	0.666183
0.335185	0.0513013	2.41908	0.017473
0.295185	0.0586188	3.10132	0.0234959
0.0966667	0.791953	1.59187	0.66464
0.136667	0.507538	50.0573	0.57528
0.176667	0.155194	19.7709	0.135181
0.216667	0.0935308	7.68123	0.0462488
0.256667	0.07088	4.53576	0.00112476
0.0581481	0.865548	0.439257	0.666182
0.336667	0.051396	2.40822	0.00539949
0.0981481	0.788068	1.70373	0.664494
0.296667	0.0587767	3.09972	0.0230885
0.138148	0.486509	53.0857	0.560602
0.178148	0.148803	18.9122	0.0990573
0.218148	0.0923867	7.84874	0.0328165
0.258148	0.070956	4.47741	0.0198946
0.0596296	0.863109	0.475927	0.666139
0.338148	0.0507517	2.31813	0.0158246
0.0996296	0.784106	1.86647	0.664305
0.298148	0.0581402	3.10436	-0.0165909
0.13963	0.450333	57.7377	0.531186
0.17963	0.145128	17.8774	0.109477
0.21963	0.0898529	7.10918	0.0321433
0.0611111	0.860487	0.496781	0.666114
0.25963	0.0697342	4.50787	-0.0093473
0.33963	0.0503083	2.39308	-0.0444285
0.101111	0.77964	1.97474	0.664117
0.29963	0.0581427	3.05746	0.0131892
0.141111	0.439886	57.3161	0.52464
0.181111	0.141244	17.131	0.0857618
0.221111	0.0898227	7.12076	0.0532358
0.0625926	0.85837	0.502537	0.666104
0.261111	0.0688402	4.22214	0.0333524
0.102593	0.774505	2.19609	0.663803
0.341111	0.0510006	2.33868	0.0176979
0.301111	0.0577746	3.04611	0.0111411
0.142593	0.413228	59.066	0.499725
0.182593	0.137622	16.1857	0.0988951
0.222593	0.0887698	7.26665	0.00194389
0.0640741	0.856146	0.493351	0.66611
0.262593	0.0680783	4.19974	0.00858684
0.104074	0.76988	2.38677	0.663544
0.342593	0.0502112	2.26172	0.0268429
0.302593	0.0566358	3.00885	-0.0029437
0.144074	0.379973	58.1841	0.463678
0.184074	0.138056	16.6424	0.0892678
0.0655556	0.854107	0.538809	0.666059
0.224074	0.0874083	6.95036	0.0333796
0.264074	0.0674454	4.17301	0.00259263
0.105556	0.765669	2.749	0.6631
0.344074	0.0495292	2.185	0.0290694
0.304074	0.0575563	3.06504	-0.0123984
0.145556	0.368386	56.0008	0.457248
0.185556	0.134352	15.2193	0.0887171
0.067037	0.851439	0.542752	0.66605
0.225556	0.0867535	6.84907	0.00770271
0.265556	0.0678123	4.01862	0.0385651
0.107037	0.761223	2.79514	0.663031
0.345556	0.0490533	2.23994	-0.0184944
0.305556	0.0570306	2.94077	-0.0271819
0.147037	0.343189	56.0054	0.422627
0.187037	0.130192	14.5983	0.0880132
0.0685185	0.848731	0.588074	0.665995
0.227037	0.085019	6.39427	0.0268695
0.267037	0.0669467	4.13849	0.00244387
0.108519	0.754248	3.18383	0.662432
0.347037	0.0487569	2.13893	0.0262738
0.307037	0.0552585	2.76802	0.0074834
0.148519	0.327232	54.4192	0.4055
0.188519	0.127937	14.1464	0.0658666
0.228519	0.0847667	6.74391	-0.0278574
0.268519	0.0672225	4.13	0.00844969
0.348519	0.0496315	2.26228	0.0141523
0.308519	0.0555254	2.70699	0.0430449
