p	(av_abs_m)	susceptibility	binder cumulant
0.11	0.842591	0.649551	0.665348
0.03	0.948511	0.110738	0.666485
0.07	0.902167	0.248302	0.666218
0.15	0.731649	5.48315	0.655615
0.27	0.10614	5.60639	0.0744542
0.19	0.328827	32.0819	0.389132
0.31	0.0852419	3.62431	0.0341462
0.23	0.154228	11.168	0.0919738
0.111481	0.840393	0.629963	0.665372
0.0314815	0.946916	0.11154	0.666483
0.0714815	0.900366	0.261441	0.666192
0.151481	0.72736	5.08883	0.655584
0.271481	0.10401	5.35853	0.0284073
0.191481	0.313348	30.4557	0.368702
0.231481	0.152255	10.7115	0.137707
0.311481	0.0824852	3.49838	0.0134001
0.112963	0.837215	0.690372	0.665241
0.032963	0.945666	0.119438	0.66647
0.072963	0.898786	0.270707	0.666174
0.152963	0.718026	6.31561	0.653333
0.272963	0.102965	5.21213	0.049755
0.192963	0.304322	29.5333	0.358158
0.312963	0.0816007	3.51248	-0.00174829
0.232963	0.148471	10.4737	0.11084
0.114444	0.834508	0.719847	0.665177
0.0344444	0.943736	0.123483	0.666462
0.0744444	0.896536	0.277844	0.666159
0.154444	0.706686	8.05541	0.650483
0.274444	0.10181	5.22058	0.0385037
0.194444	0.292546	28.5375	0.342424
0.234444	0.145602	10.0642	0.10434
0.314444	0.0824278	3.48121	-0.0272617
0.115926	0.831257	0.769244	0.665061
0.0359259	0.942106	0.127319	0.666455
0.0759259	0.894471	0.27679	0.666158
0.155926	0.697467	8.73231	0.648574
0.275926	0.101923	5.26264	0.0385269
0.195926	0.283519	27.4242	0.326713
0.235926	0.141504	9.55842	0.0922792
0.315926	0.0803485	3.31712	0.0123679
0.117407	0.827932	0.788245	0.665009
0.0374074	0.940203	0.136175	0.666439
0.0774074	0.892415	0.301893	0.66611
0.157407	0.685634	10.4585	0.645533
0.277407	0.101227	5.12184	0.0438773
0.197407	0.277777	26.6519	0.322126
0.237407	0.137907	9.53162	0.0493717
0.317407	0.0813163	3.28824	0.0414228
0.118889	0.82608	0.84596	0.664893
0.0388889	0.938707	0.133745	0.666443
0.0788889	0.890448	0.310661	0.666092
0.158889	0.67823	11.2933	0.642892
0.278889	0.098193	4.80278	0.0474884
0.198889	0.265798	25.5533	0.30054
0.238889	0.141061	9.58982	0.0796744
0.318889	0.0805256	3.31907	0.00245583
0.12037	0.822859	0.879517	0.66481
0.0403704	0.936988	0.1404	0.666431
0.0803704	0.888417	0.312773	0.666085
0.16037	0.666467	12.7375	0.639545
0.28037	0.0988811	4.85534	0.0342406
0.20037	0.251965	24.2521	0.280774
0.24037	0.137736	9.04392	0.0876402
0.32037	0.0800215	3.19036	0.0360707
0.121852	0.819574	0.97473	0.664608
0.0418519	0.935479	0.14402	0.666424
0.0818519	0.886443	0.314985	0.666079
0.161852	0.657209	13.1061	0.637227
0.281852	0.097777	4.76483	0.0295565
0.201852	0.24311	23.1877	0.258536
0.241852	0.133974	8.75225	0.0802849
0.321852	0.0793111	3.17764	0.0324377
0.123333	0.817058	0.968446	0.664599
0.0433333	0.933968	0.149797	0.666413
0.0833333	0.884706	0.326128	0.666055
0.163333	0.639735	16.5794	0.630015
0.283333	0.0962478	4.57346	0.051769
0.203333	0.235367	22.0144	0.245216
0.243333	0.132803	8.20046	0.0944538
0.323333	0.0796078	3.08134	0.0449056
0.124815	0.813508	1.02564	0.664462
0.0448148	0.932137	0.154088	0.666405
0.0848148	0.88204	0.340977	0.666024
0.164815	0.625939	18.2111	0.625251
0.284815	0.09488	4.48574	0.0500858
0.204815	0.231712	21.1328	0.247028
0.244815	0.130016	8.25593	0.0894157
0.324815	0.0793933	3.13816	0.0404254
0.126296	0.80994	1.08947	0.664309
0.0462963	0.93015	0.168027	0.66638
0.0862963	0.87998	0.372944	0.665962
0.166296	0.609297	21.1136	0.617068
0.286296	0.0960793	4.63665	0.0532168
0.206296	0.221121	20.0231	0.232013
0.246296	0.128758	8.01745	0.067553
0.326296	0.0786626	3.11383	0.052965
0.127778	0.806193	1.18589	0.664131
0.0477778	0.928689	0.167856	0.66638
0.0877778	0.878234	0.35877	0.665985
0.167778	0.59695	22.1481	0.613067
0.287778	0.0956348	4.46726	0.0356079
0.207778	0.218759	19.458	0.230296
