p	(av_abs_m)	susceptibility	binder cumulant
0.247778	0.126562	7.98709	0.0527309
0.327778	0.0775156	3.01405	0.0348469
0.129259	0.802687	1.32039	0.663831
0.0492593	0.927607	0.173069	0.66637
0.0892593	0.876719	0.371722	0.665957
0.169259	0.573399	26.1544	0.599186
0.289259	0.0931219	4.25369	0.0384046
0.209259	0.213269	18.6422	0.212832
0.249259	0.125954	7.60643	0.0813384
0.130741	0.798056	1.47923	0.663549
0.329259	0.0771041	3.01393	0.0367135
0.0507407	0.925227	0.17245	0.666369
0.0907407	0.873683	0.396905	0.665906
0.170741	0.562654	25.902	0.596513
0.290741	0.0936304	4.31403	0.0396114
0.210741	0.203961	18.0658	0.199622
0.132222	0.793888	1.50877	0.663395
0.0522222	0.923655	0.179092	0.666357
0.250741	0.12266	7.3515	0.0681395
0.330741	0.0767548	2.95613	0.0121821
0.0922222	0.871951	0.41655	0.665868
0.172222	0.537074	29.5595	0.580257
0.292222	0.0927337	4.26292	0.0397449
0.133704	0.791021	1.58459	0.663191
0.0537037	0.922119	0.180783	0.666353
0.212222	0.197794	17.272	0.174886
0.252222	0.122667	7.43153	0.0776531
0.332222	0.0759204	2.9601	0.0171312
0.0937037	0.869773	0.419106	0.665856
0.173704	0.523866	30.2722	0.573513
0.135185	0.786888	1.74773	0.662883
0.293704	0.0897407	4.14292	0.0141632
0.0551852	0.920077	0.186621	0.666342
0.213704	0.190515	16.4095	0.162909
0.333704	0.0769778	3.02236	0.00775624
0.253704	0.121566	7.04444	0.0880544
0.0951852	0.867234	0.444967	0.665803
0.175185	0.49936	33.5787	0.554667
0.136667	0.782142	1.87563	0.662546
0.0566667	0.917919	0.193841	0.666327
0.295185	0.0908307	4.1461	0.0381646
0.215185	0.184691	15.4532	0.151994
0.335185	0.075047	2.81783	0.0167828
0.255185	0.116922	6.60418	0.0737557
0.0966667	0.864914	0.434898	0.665818
0.176667	0.490649	32.0686	0.552878
0.138148	0.778184	1.87498	0.662468
0.0581481	0.916539	0.200319	0.666315
0.296667	0.0891874	3.96837	0.0372149
0.216667	0.183515	15.1991	0.159075
0.336667	0.0752548	2.85197	0.0284142
0.256667	0.118865	6.80457	0.0781246
0.0981481	0.862226	0.462144	0.665759
0.178148	0.463405	34.8329	0.529888
0.13963	0.773226	2.35818	0.661557
0.0596296	0.914929	0.200675	0.666314
0.298148	0.0906048	4.11099	0.0468689
0.218148	0.184299	14.9048	0.160591
0.338148	0.07526	2.80418	0.0401315
0.258148	0.114795	6.58219	0.0264504
0.0996296	0.860431	0.461376	0.665757
0.17963	0.447249	34.9696	0.518054
0.141111	0.769531	2.29068	0.661517
0.0611111	0.913369	0.215623	0.666286
0.29963	0.0879252	3.76927	0.0344425
0.21963	0.173766	14.1551	0.118203
0.33963	0.0744222	2.80123	0.036993
0.101111	0.858539	0.499106	0.66568
0.25963	0.113443	6.41761	0.0369128
0.181111	0.430302	35.0461	0.503322
0.142593	0.763353	2.79472	0.660633
0.0625926	0.911503	0.21129	0.666292
0.301111	0.087347	3.89126	0.0157139
0.221111	0.174425	13.723	0.143995
0.102593	0.855726	0.519115	0.66564
0.341111	0.0738315	2.7468	0.0162216
0.261111	0.113631	6.25844	0.0637073
0.182593	0.406256	34.8786	0.479614
0.144074	0.758695	2.87879	0.660246
0.0640741	0.909389	0.227901	0.666261
0.302593	0.0875289	3.74536	0.0602597
0.104074	0.852897	0.556517	0.665559
0.222593	0.169665	13.2222	0.131822
0.342593	0.0721704	2.57268	0.0474557
0.262593	0.112192	6.2298	0.0563688
0.184074	0.387024	35.0584	0.461582
0.145556	0.75111	4.10889	0.658604
0.0655556	0.907571	0.23271	0.666251
0.304074	0.08758	3.93316	0.0249659
0.105556	0.850315	0.566403	0.665528
0.224074	0.164304	12.6877	0.120396
0.344074	0.0728674	2.69478	0.0157017
0.264074	0.110366	6.01102	0.0643391
0.185556	0.373757	34.2375	0.445844
0.147037	0.747229	3.54138	0.658991
0.067037	0.906209	0.241955	0.666233
0.305556	0.0862867	3.65916	0.061055
0.107037	0.848731	0.569257	0.66552
0.225556	0.162591	12.2158	0.130335
0.345556	0.0718656	2.69224	0.0181325
0.265556	0.109275	5.89604	0.0481951
0.187037	0.360779	33.8646	0.433566
0.148519	0.738862	4.34179	0.657287
0.0685185	0.903894	0.238088	0.666237
0.108519	0.845103	0.603665	0.66544
0.307037	0.0845289	3.62452	0.0395721
0.227037	0.159997	11.8238	0.116031
0.347037	0.07128	2.64884	-0.00942034
0.267037	0.107571	5.83125	0.0494801
0.188519	0.345764	33.479	0.412654
0.308519	0.0855919	3.73968	-0.00218233
0.228519	0.155594	11.4898	0.114167
0.268519	0.105375	5.49611	0.0588427
0.348519	0.0712681	2.58661	0.00610725
