p	(av_abs_m)	susceptibility	binder cumulant
0.15	0.747867	2.02036	0.635708
0.19	0.59289	4.5537	0.56764
0.07	0.902077	0.259602	0.662663
0.31	0.257603	3.02809	0.232309
0.03	0.94909	0.109291	0.6651
0.11	0.843097	0.633608	0.656966
0.27	0.325733	4.06565	0.327147
0.23	0.42766	5.01316	0.446226
0.191481	0.584547	4.5822	0.562522
0.151481	0.743143	2.22278	0.633167
0.0714815	0.899023	0.264685	0.662555
0.0314815	0.94675	0.118597	0.664962
0.311481	0.255593	2.91712	0.226001
0.111481	0.838757	0.704025	0.655954
0.231481	0.424293	5.11146	0.439497
0.271481	0.317187	4.03222	0.312735
0.152963	0.735233	2.35517	0.630962
0.192963	0.573643	4.85387	0.555252
0.072963	0.898723	0.26075	0.662611
0.032963	0.945417	0.120926	0.664919
0.312963	0.251553	2.99583	0.207864
0.232963	0.425217	4.97529	0.4412
0.112963	0.836527	0.727994	0.655697
0.272963	0.314583	4.03626	0.303423
0.0744444	0.896493	0.268624	0.66247
0.154444	0.733577	2.34972	0.630774
0.194444	0.571377	4.6436	0.556751
0.0344444	0.944037	0.119084	0.664939
0.234444	0.41195	5.02341	0.423887
0.314444	0.249467	2.99468	0.198475
0.114444	0.83538	0.670586	0.656152
0.274444	0.313157	3.98784	0.295748
0.0759259	0.89472	0.293812	0.662199
0.195926	0.567037	4.61995	0.553901
0.155926	0.728683	2.55449	0.627994
0.0359259	0.9418	0.128356	0.664796
0.235926	0.409343	5.09176	0.422834
0.115926	0.83318	0.717029	0.655548
0.315926	0.251933	3.00371	0.211844
0.0774074	0.893917	0.286026	0.662214
0.275926	0.311107	3.93442	0.301454
0.197407	0.562113	4.83075	0.549822
0.157407	0.723603	2.49472	0.627289
0.0374074	0.94126	0.132615	0.664743
0.237407	0.4064	4.99712	0.417258
0.117407	0.82956	0.762007	0.655113
0.317407	0.24766	2.83787	0.213743
0.0788889	0.890883	0.291509	0.662114
0.277407	0.306353	3.76744	0.299769
0.158889	0.71568	2.65749	0.624043
